zone_sk,ds,aqi_forecast,aqi_lower,aqi_upper,row_type,pm25_forecast,pm25_lower,pm25_upper,co2_forecast,co2_lower,co2_upper,nrj_forecast,nrj_lower,nrj_upper
1,2023-12-01,20.6255,16.7345,24.3932,forecast,11.9209,9.343,14.7395,155.5991,105.3575,204.3156,93.8737,81.2508,105.7534
1,2024-01-01,26.9133,23.0022,30.72,forecast,13.5383,10.9666,16.2786,122.5655,74.3949,169.2507,72.2714,60.8072,83.8193
1,2024-02-01,29.9393,26.2137,33.8937,forecast,13.7459,10.9582,16.2854,16.0424,0.0,64.8129,78.034,65.8057,89.1986
1,2024-03-01,29.4754,25.4988,33.4422,forecast,13.9486,11.0837,16.7464,60.713,11.7862,109.3858,83.3313,70.8038,94.6356
1,2024-04-01,15.7953,11.9574,19.6401,forecast,13.3487,10.5404,16.0449,84.511,33.0155,130.8169,90.5919,77.6552,102.553
1,2024-05-01,27.8406,24.4594,31.625,forecast,11.5768,8.9629,14.3036,75.1255,25.2051,125.8585,85.1735,73.475,97.1043
1,2024-06-01,23.2869,19.3852,27.2694,forecast,16.4539,13.7867,18.9749,137.1496,85.3577,185.6325,76.5376,64.7471,88.7275
1,2024-07-01,27.3435,23.4934,31.1443,forecast,13.4874,10.7794,16.3207,129.7201,79.9705,176.9847,75.3764,63.8623,87.3782
1,2024-08-01,25.2582,21.4527,28.8873,forecast,12.0294,9.5053,14.4462,113.0881,63.2484,159.1094,81.3903,69.2293,92.501
1,2024-09-01,23.7008,19.8492,27.457,forecast,13.2341,10.699,15.763,144.9595,94.6969,193.6444,72.6419,60.5635,84.1685
1,2024-10-01,25.9675,22.443,29.7897,forecast,15.0426,12.3506,17.8823,69.1872,20.5693,118.2762,92.079,80.3342,104.0289
1,2024-11-01,27.823,24.0401,31.5185,forecast,13.8106,11.299,16.6238,90.1736,39.6546,139.6688,86.3861,74.509,97.866
1,2024-12-01,28.2634,24.4924,32.1238,forecast,12.7934,9.9779,15.5225,116.5407,64.7574,163.9288,64.9904,52.9138,77.1437
2,2019-01-01,26.5372,24.0252,29.0189,historical,14.5492,12.1785,16.8626,113.8206,71.3849,160.0165,73.5977,62.6504,85.4024
2,2019-02-01,22.3952,20.128,24.7619,historical,13.9332,11.6243,16.1788,80.2913,36.4794,125.1477,80.4624,69.5125,91.4613
2,2019-03-01,31.1136,28.4691,33.4811,historical,23.4206,21.2295,25.8933,93.0285,49.595,134.7921,78.5807,67.689,90.8752
2,2019-04-01,26.6861,24.1828,29.0821,historical,14.8475,12.3375,17.1388,33.9571,0.0,76.1492,71.0814,59.5231,82.9694
2,2019-05-01,22.1397,19.5601,24.391,historical,10.6889,8.2871,12.9912,128.693,85.692,173.4577,74.4684,63.3279,85.1093
2,2019-06-01,20.708,17.8738,22.8781,historical,14.3897,11.9528,16.699,87.6083,44.9348,128.89,78.716,67.1135,88.6007
2,2019-07-01,26.5211,24.0882,29.0473,historical,16.4639,14.0873,18.859,61.4713,14.5571,102.9258,72.738,62.3121,84.2619
2,2019-08-01,24.1555,21.6826,26.6753,historical,14.2727,11.9353,16.4701,1.5178,0.0,45.8947,75.5148,64.0778,86.244
2,2019-09-01,25.3549,22.7113,27.895,historical,17.1808,15.0013,19.3187,135.2527,91.475,176.4221,80.155,69.2165,91.5834
2,2019-10-01,21.9473,19.3799,24.1953,historical,13.1394,10.7694,15.6584,64.6062,23.5857,108.7976,68.226,55.4182,79.7871
2,2019-11-01,23.9225,21.4403,26.5983,historical,11.4797,9.0697,13.85,95.3872,50.8964,137.709,74.6207,63.2919,85.6992
2,2019-12-01,23.8256,21.2823,26.3258,historical,16.4167,14.173,18.7689,38.5392,0.0,78.623,74.4909,63.3324,85.6686
2,2020-01-01,24.095,21.7548,26.5561,historical,12.6148,10.344,14.7878,114.0947,73.0249,154.7901,71.4884,60.3099,83.0641
2,2020-02-01,20.9338,18.3931,23.1894,historical,12.1426,9.7273,14.6319,64.9061,21.6973,106.9636,84.8527,73.9207,95.8907
2,2020-03-01,23.104,20.5284,25.5417,historical,11.4373,9.1995,13.9014,81.076,39.0756,124.3387,87.6025,76.6803,99.0622
2,2020-04-01,23.5183,20.9569,25.8541,historical,18.4197,15.9883,20.6898,95.914,54.5781,139.1341,70.8821,59.6377,82.6015
2,2020-05-01,22.9182,20.3983,25.4401,historical,12.3801,10.1124,14.8258,65.9971,20.5859,111.3305,83.3037,71.9339,94.5551
2,2020-06-01,27.1459,24.4946,29.4123,historical,16.0285,13.7196,18.3512,5.5922,0.0,49.7959,62.943,52.1531,74.4754
2,2020-07-01,24.135,21.6966,26.4357,historical,14.5014,12.2692,16.7181,79.998,37.6983,120.8339,76.5639,65.4015,88.0735
2,2020-08-01,25.729,23.4194,28.1298,historical,14.4183,12.0058,16.7016,99.052,56.4112,142.2391,81.1266,69.8529,91.7349
2,2020-09-01,22.4035,19.9766,24.7903,historical,12.233,9.6666,14.3625,55.6106,13.5019,100.503,66.1523,54.3316,77.9964
2,2020-10-01,22.1332,19.758,24.5952,historical,14.7407,12.5881,17.1798,66.7319,23.8076,109.1273,66.9976,56.0115,77.9734
2,2020-11-01,18.9682,16.3903,21.3434,historical,10.7863,8.3077,13.2414,95.4632,52.3522,135.9323,90.9102,78.9108,101.8407
2,2020-12-01,24.5643,22.1375,27.0054,historical,14.9212,12.6369,17.421,16.8004,0.0,60.2319,66.0475,55.3034,77.8841
2,2021-01-01,30.5371,27.9751,32.9868,historical,16.2343,13.7352,18.6691,79.3831,33.8531,124.5054,74.3621,62.9513,86.3244
2,2021-02-01,24.6689,22.0005,27.2088,historical,15.5696,13.0318,17.8953,77.1775,31.0305,122.7954,67.9941,56.2877,79.2288
2,2021-03-01,25.4621,22.9378,27.8265,historical,14.7845,12.3369,17.1314,74.1119,29.0218,114.9824,83.4674,71.5696,95.5345
2,2021-04-01,24.3339,21.893,26.8608,historical,16.6652,14.2676,18.8978,63.8203,21.647,107.6451,69.7406,58.2453,80.9822
2,2021-05-01,22.4287,20.0384,24.9004,historical,11.2182,8.8959,13.573,75.2311,31.1969,119.9266,79.0739,67.982,89.7859
2,2021-06-01,24.7143,22.2635,27.3472,historical,14.8927,12.5216,17.1797,22.2067,0.0,64.5929,66.9554,54.9128,78.6339
2,2021-07-01,24.6179,21.9845,26.934,historical,14.5949,12.254,16.9994,63.5379,21.6723,109.1995,74.1427,63.0771,85.405
2,2021-08-01,24.9019,22.3311,27.3234,historical,13.8391,11.4601,16.357,55.1448,16.1634,99.9343,77.9906,66.9527,89.9676
2,2021-09-01,23.087,20.6224,25.5508,historical,13.4046,11.0175,15.8678,70.6175,30.5861,113.1869,69.5979,58.6109,80.9269
2,2021-10-01,21.7804,19.3839,24.1971,historical,13.7734,11.1695,15.9809,55.0985,10.4883,95.6536,66.3181,55.2506,77.8381
2,2021-11-01,20.3521,17.84,23.0266,historical,10.5902,8.2151,12.8616,84.2794,39.3483,126.1062,84.2642,73.1169,95.8203
2,2021-12-01,24.0917,21.6279,26.5507,historical,15.0421,12.7611,17.5359,12.8327,0.0,55.6573,67.5685,55.9446,79.028
2,2022-01-01,28.1166,25.6199,30.6295,historical,14.6638,12.3756,17.2546,80.0782,38.2678,123.7667,72.1371,60.8427,83.4444
2,2022-02-01,23.0718,20.6763,25.4944,historical,14.0033,11.6717,16.251,62.2151,21.7379,106.8081,72.4227,60.7195,83.9329
2,2022-03-01,27.8486,25.4003,30.1406,historical,18.4073,16.3378,20.6424,67.0093,26.7113,110.46,79.2499,68.1532,90.2935
2,2022-04-01,25.1059,22.6892,27.4873,historical,15.1012,12.7233,17.4001,32.0762,0.0,75.3328,68.5972,56.7998,79.2072
2,2022-05-01,21.8845,19.3509,24.3398,historical,10.2807,7.9668,12.6023,85.0532,43.9129,129.2641,74.9188,63.1105,86.3864
2,2022-06-01,22.283,19.6813,24.6683,historical,13.9726,11.6624,16.4268,38.4717,0.0,83.4345,71.0054,59.5268,82.0599
2,2022-07-01,25.1288,22.6977,27.5022,historical,14.8754,12.4428,17.0423,46.2735,2.4812,87.8407,71.6579,60.777,83.0191
2,2022-08-01,24.0929,21.617,26.5885,historical,13.4167,10.9689,15.5766,11.5368,0.0,53.3971,74.9103,63.8068,86.5469
2,2022-09-01,23.7867,21.3355,26.2369,historical,14.6805,12.1546,16.9412,86.086,44.6293,128.7268,73.0578,61.7113,84.0324
2,2022-10-01,21.4341,18.916,23.9102,historical,12.8657,10.5297,15.3482,43.3061,0.0,85.9624,65.5182,54.0987,76.7825
2,2022-11-01,21.7197,19.1887,24.0735,historical,10.4478,8.3112,12.8867,73.1691,27.2265,118.9042,77.6232,65.5706,88.9688
2,2022-12-01,23.5607,20.9753,25.9438,historical,15.1673,12.7096,17.4855,8.9972,0.0,50.6463,69.1742,58.3039,79.7504
2,2023-01-01,25.6837,23.2522,28.0819,forecast,13.0839,10.8234,15.3598,80.5678,38.192,124.5458,69.9703,58.7121,81.2004
2,2023-02-01,21.5418,18.9567,23.9842,forecast,12.4976,9.9905,14.6914,47.0385,3.8265,93.2427,76.835,66.2471,88.1086
2,2023-03-01,30.2601,27.8648,32.6499,forecast,22.0118,19.6115,24.4391,59.7758,15.4538,102.1479,74.9533,64.1305,86.5036
2,2023-04-01,25.8327,23.3592,28.2297,forecast,13.4684,11.1393,15.8748,0.7044,0.0,44.7922,67.4539,56.6153,78.8797
2,2023-05-01,21.2863,18.9836,23.5964,forecast,9.3386,6.7931,11.5572,95.4402,50.1849,139.1357,70.841,59.0497,82.3842
2,2023-06-01,19.8546,17.2872,22.4389,forecast,13.0691,10.742,15.5154,54.3555,9.0449,96.0304,75.0886,64.1228,86.4497
2,2023-07-01,25.6677,23.2317,27.8704,forecast,15.1721,12.9413,17.6451,28.2185,0.0,73.0991,69.1105,57.7557,80.5007
2,2023-08-01,23.3021,20.7592,25.7898,forecast,13.0106,10.7245,15.3867,0.0,0.0,11.4028,71.8873,60.527,83.7974
2,2023-09-01,24.5015,22.0671,26.9954,forecast,15.9484,13.3612,18.3793,101.9999,59.1254,142.4055,76.5275,64.8288,89.2793
2,2023-10-01,21.0939,18.6217,23.3993,forecast,11.9357,9.7677,14.2625,31.3535,0.0,77.5128,64.5985,53.3083,76.8285
2,2023-11-01,23.0691,20.6252,25.4475,forecast,10.3058,8.0626,12.6311,62.1345,18.4245,103.8226,70.9933,60.0904,82.2502
2,2023-12-01,22.9722,20.3199,25.3123,forecast,15.2714,13.0004,17.542,5.2864,0.0,48.4071,70.8634,59.3094,82.5121
2,2024-01-01,23.2416,20.6843,25.7328,forecast,11.4993,9.1097,13.8593,80.8419,40.2688,123.4995,67.861,56.2254,79.4761
2,2024-02-01,20.0804,17.8171,22.6528,forecast,11.0567,8.7258,13.4859,31.6534,0.0,73.6909,81.2253,70.5197,91.8662
2,2024-03-01,22.2506,19.8208,24.7578,forecast,10.3793,8.0492,12.8346,47.8232,7.0378,91.3081,83.9751,72.0211,96.4727
2,2024-04-01,22.6649,20.3148,25.0486,forecast,17.3913,14.9457,19.8639,62.6612,18.4342,104.3512,67.2547,56.1759,78.67
2,2024-05-01,22.0648,19.7597,24.4499,forecast,11.3804,9.0134,13.8046,32.7443,0.0,77.622,79.6763,68.2525,91.4935
2,2024-06-01,26.2925,23.8108,28.8397,forecast,15.0583,12.747,17.4548,0.0,0.0,16.6597,59.3156,48.6788,70.355
2,2024-07-01,23.2815,20.694,25.6836,forecast,13.5598,11.0769,15.9387,46.7453,5.2444,89.709,72.9365,62.2352,83.5569
2,2024-08-01,24.8756,22.4538,27.4241,forecast,13.506,11.0774,15.8843,65.7992,21.4629,111.7947,77.4992,65.8122,88.8534
2,2024-09-01,21.55,19.2615,24.0231,forecast,11.3489,8.9583,13.7379,22.3578,0.0,63.9,62.5249,51.5085,74.5572
2,2024-10-01,21.2798,18.9033,23.7753,forecast,13.884,11.544,16.1815,33.4791,0.0,76.5235,63.3701,52.1066,74.4653
2,2024-11-01,18.1148,15.5449,20.6241,forecast,9.9577,7.4348,12.3539,62.2105,18.5306,109.3546,87.2828,76.1753,98.432
2,2024-12-01,23.7108,21.1829,26.1273,forecast,14.1193,11.8268,16.3242,0.0,0.0,23.1469,62.4201,51.4129,73.2164
3,2019-01-01,23.0938,19.0837,27.2377,historical,16.3716,12.7576,19.8822,78.8446,40.8711,118.174,217.6268,178.0456,256.1845
3,2019-02-01,22.838,18.6276,26.7179,historical,13.0818,9.5034,16.8212,42.3545,0.6745,82.5583,102.3192,64.7257,144.9776
3,2019-03-01,29.947,25.7429,34.1817,historical,17.4025,13.7075,21.1279,118.1308,76.1753,157.3371,99.334,57.5576,139.2655
3,2019-04-01,18.3328,14.2377,22.5044,historical,11.8402,8.3098,15.301,32.5998,0.0,74.4021,92.476,52.4983,130.804
3,2019-05-01,26.9681,23.1493,31.1301,historical,13.1773,9.6771,16.7057,112.2846,69.47,153.0583,107.9345,66.9635,146.9828
3,2019-06-01,27.5059,23.2518,31.6758,historical,15.8755,12.2116,19.4337,59.2697,16.3336,100.9614,94.827,52.1356,136.8933
3,2019-07-01,24.4552,20.3763,28.6526,historical,14.825,11.2138,18.2745,37.1749,0.0,76.2139,81.5445,41.9341,121.4459
3,2019-08-01,27.9892,24.228,32.1205,historical,11.7136,8.0925,15.2831,24.7919,0.0,66.5419,77.5341,39.865,117.551
3,2019-09-01,21.2676,17.1436,25.173,historical,12.1858,8.5689,15.9024,89.2738,50.4647,131.176,77.4201,40.0839,117.3308
3,2019-10-01,19.0902,15.4563,23.1781,historical,10.1174,6.1151,13.564,71.253,30.5292,112.0638,72.3128,32.457,112.1853
3,2019-11-01,24.8436,20.7253,28.7818,historical,15.6492,12.3656,19.4906,20.8892,0.0,58.819,56.6835,16.7289,99.1049
3,2019-12-01,20.4713,16.3128,24.6764,historical,9.0627,5.1835,13.0624,68.3131,29.0498,110.6128,70.2298,32.1458,109.0381
3,2020-01-01,25.2097,21.2152,29.1712,historical,20.6152,16.8433,24.1465,78.4941,37.8133,115.2711,172.2485,131.5429,214.7315
3,2020-02-01,21.7095,17.5678,25.7736,historical,11.5362,7.8291,14.9368,21.6766,0.0,63.0681,34.5626,0.0,77.0711
3,2020-03-01,25.3879,21.363,29.5952,historical,14.2384,10.6744,18.2147,16.4648,0.0,57.4904,58.5374,18.1906,102.0034
3,2020-04-01,26.1899,21.8292,30.0993,historical,17.9189,13.8715,21.6865,93.807,53.7776,132.9503,55.6946,15.4689,98.512
3,2020-05-01,24.9242,20.7977,28.6937,historical,12.9893,9.4356,16.9465,85.0824,43.9153,126.3407,59.1077,17.1036,99.7222
3,2020-06-01,24.7245,20.5716,28.4431,historical,16.2088,12.4084,19.8666,53.8957,15.6653,93.6856,51.5452,13.8211,91.1125
3,2020-07-01,25.5126,21.5171,29.4948,historical,10.903,7.243,14.5057,46.4156,4.0869,89.5697,61.7481,19.0848,103.5441
3,2020-08-01,26.958,22.8578,31.0935,historical,11.9477,7.8804,15.5914,49.4844,10.6709,87.5986,73.7199,36.4514,111.0206
3,2020-09-01,24.9936,20.8606,29.0768,historical,17.6952,14.1021,21.342,100.9581,63.8496,140.9571,73.9196,32.0477,114.3495
3,2020-10-01,21.4968,17.6481,25.4128,historical,12.6389,8.7845,16.401,0.0,0.0,37.7692,74.6293,34.9419,115.036
3,2020-11-01,20.337,16.2547,24.632,historical,12.1767,8.2431,15.7006,22.392,0.0,61.7786,64.4844,24.6147,104.6581
3,2020-12-01,24.7007,20.5503,28.837,historical,15.5301,11.5873,19.2308,101.0176,61.4567,139.2796,70.927,28.0443,110.5486
3,2021-01-01,20.4372,16.3471,24.2731,historical,10.8005,7.3354,14.6632,71.5468,31.7682,111.8792,118.4218,79.2655,159.7854
3,2021-02-01,26.6623,22.8093,30.6687,historical,19.0092,15.2145,22.7704,76.9356,39.156,117.4023,69.0664,28.4826,108.8565
3,2021-03-01,27.4573,23.0241,31.5887,historical,16.2791,12.5705,19.9146,47.76,8.7742,89.945,55.4802,16.942,95.3477
3,2021-04-01,24.1046,19.6994,28.0806,historical,16.879,13.3408,20.4666,71.0531,31.2645,112.9653,53.6435,12.9327,96.9491
3,2021-05-01,26.0926,22.0232,30.0116,historical,13.999,10.5292,17.766,91.3772,51.3304,134.5642,63.4502,23.3981,106.5006
3,2021-06-01,26.186,22.0778,30.1278,historical,17.0546,13.5198,20.766,53.1921,13.4924,95.0105,56.6147,19.4274,98.9641
3,2021-07-01,25.7071,21.7848,30.0347,historical,13.2,9.5411,17.1021,40.8064,0.3214,79.2833,61.3961,22.8437,98.4928
3,2021-08-01,27.856,23.8014,31.9698,historical,12.8993,9.3406,16.6997,38.4855,1.1022,80.2567,70.3387,29.5692,110.097
3,2021-09-01,24.2962,20.5915,28.717,historical,16.8581,12.9974,20.5673,93.9691,51.1108,131.4813,72.7454,35.4973,115.3129
3,2021-10-01,21.1907,17.3475,25.1231,historical,12.7416,8.9095,16.5879,20.5963,0.0,59.5849,73.8216,33.4569,112.517
3,2021-11-01,22.3662,18.2805,26.3618,historical,14.3113,10.7458,18.0077,19.6998,0.0,57.2983,61.7892,21.2955,104.0354
3,2021-12-01,23.8217,19.3955,27.9078,historical,14.3269,10.351,18.0712,87.5775,49.6325,125.228,70.4625,28.4155,108.7429
3,2022-01-01,22.5657,18.2576,26.435,historical,15.0602,11.1936,18.4802,71.2172,34.5669,110.4288,136.5915,96.1942,177.9383
3,2022-02-01,25.5526,21.5968,29.4231,historical,17.5345,13.995,21.3987,55.4643,16.4506,97.6827,57.8961,14.8888,98.2999
3,2022-03-01,29.5097,25.4399,33.5433,historical,18.3148,14.6058,21.8323,78.9975,39.3506,119.3029,52.6278,12.3424,92.9775
3,2022-04-01,22.0173,18.0109,25.8534,historical,15.8331,11.8885,19.2746,47.9844,8.2811,89.4474,51.837,11.3584,91.172
3,2022-05-01,27.3067,23.3071,31.2342,historical,15.0426,11.5828,18.7475,97.7832,57.3115,136.4605,67.9681,25.7328,106.521
3,2022-06-01,27.6462,23.7747,32.1483,historical,17.9247,14.3877,21.5928,52.3203,11.2632,91.7767,61.6666,19.452,101.5035
3,2022-07-01,25.8873,22.0959,29.7892,historical,15.4891,11.7414,19.0986,35.0594,0.0,74.4691,60.9224,19.4351,104.5853
3,2022-08-01,28.7324,24.3768,32.7429,historical,13.8025,10.1255,17.2252,27.5858,0.0,68.2061,66.9179,24.7407,108.7851
3,2022-09-01,23.5863,19.5413,27.7525,historical,16.0022,12.2223,19.5766,87.4089,46.5091,128.0768,71.6021,29.6284,111.2079
3,2022-10-01,20.9209,16.7914,24.6452,historical,12.882,8.9614,16.7731,41.9281,0.9608,79.3584,73.0443,34.4406,118.4068
3,2022-11-01,24.4015,20.0389,28.8592,historical,16.4503,12.7043,20.0145,16.5349,0.0,55.7379,59.1901,20.1559,103.3084
3,2022-12-01,22.9443,18.823,27.1283,historical,13.152,9.4067,16.6633,74.0064,33.5646,111.2424,70.2409,29.1441,110.3241
3,2023-01-01,24.6896,20.3125,28.9041,forecast,19.314,15.4496,22.7755,70.8655,31.9154,110.1571,154.5558,114.6148,195.5209
3,2023-02-01,24.4339,20.2436,28.6722,forecast,16.0242,12.5283,19.8202,34.3744,0.0,75.6491,46.4136,4.8551,84.5047
