zone_sk,time_sk,annee,mois,anomaly_score,is_anomaly,anomaly_label,generated_at
8,2161,2019,4,0.103124,0,Normal,2026-04-04 10:48:12 UTC
8,2161,2019,4,0.103124,0,Normal,2026-04-04 10:48:12 UTC
9,2161,2019,4,0.087545,0,Normal,2026-04-04 10:48:12 UTC
9,2161,2019,4,0.087545,0,Normal,2026-04-04 10:48:12 UTC
9,2161,2019,4,0.087545,0,Normal,2026-04-04 10:48:12 UTC
9,2161,2019,4,0.087545,0,Normal,2026-04-04 10:48:12 UTC
10,2161,2019,4,-0.024856,1,Alert — abnormal spike,2026-04-04 10:48:12 UTC
10,2161,2019,4,-0.024856,1,Alert — abnormal spike,2026-04-04 10:48:12 UTC
10,2161,2019,4,-0.024856,1,Alert — abnormal spike,2026-04-04 10:48:12 UTC
10,2161,2019,4,-0.024856,1,Alert — abnormal spike,2026-04-04 10:48:12 UTC
1,2881,2019,5,0.120083,0,Normal,2026-04-04 10:48:12 UTC
1,2881,2019,5,0.120083,0,Normal,2026-04-04 10:48:12 UTC
1,2881,2019,5,0.120083,0,Normal,2026-04-04 10:48:12 UTC
1,2881,2019,5,0.120083,0,Normal,2026-04-04 10:48:12 UTC
2,2881,2019,5,0.162135,0,Normal,2026-04-04 10:48:12 UTC
2,2881,2019,5,0.162135,0,Normal,2026-04-04 10:48:12 UTC
2,2881,2019,5,0.162135,0,Normal,2026-04-04 10:48:12 UTC
2,2881,2019,5,0.162135,0,Normal,2026-04-04 10:48:12 UTC
3,2881,2019,5,0.119811,0,Normal,2026-04-04 10:48:12 UTC
3,2881,2019,5,0.119811,0,Normal,2026-04-04 10:48:12 UTC
3,2881,2019,5,0.119811,0,Normal,2026-04-04 10:48:12 UTC
3,2881,2019,5,0.119811,0,Normal,2026-04-04 10:48:12 UTC
4,2881,2019,5,0.187287,0,Normal,2026-04-04 10:48:12 UTC
4,2881,2019,5,0.187287,0,Normal,2026-04-04 10:48:12 UTC
4,2881,2019,5,0.187287,0,Normal,2026-04-04 10:48:12 UTC
4,2881,2019,5,0.187287,0,Normal,2026-04-04 10:48:12 UTC
5,2881,2019,5,0.195066,0,Normal,2026-04-04 10:48:12 UTC
5,2881,2019,5,0.195066,0,Normal,2026-04-04 10:48:12 UTC
5,2881,2019,5,0.195066,0,Normal,2026-04-04 10:48:12 UTC
5,2881,2019,5,0.195066,0,Normal,2026-04-04 10:48:12 UTC
6,2881,2019,5,0.203712,0,Normal,2026-04-04 10:48:12 UTC
6,2881,2019,5,0.203712,0,Normal,2026-04-04 10:48:12 UTC
6,2881,2019,5,0.203712,0,Normal,2026-04-04 10:48:12 UTC
6,2881,2019,5,0.203712,0,Normal,2026-04-04 10:48:12 UTC
7,2881,2019,5,0.150869,0,Normal,2026-04-04 10:48:12 UTC
7,2881,2019,5,0.150869,0,Normal,2026-04-04 10:48:12 UTC
7,2881,2019,5,0.150869,0,Normal,2026-04-04 10:48:12 UTC
7,2881,2019,5,0.150869,0,Normal,2026-04-04 10:48:12 UTC
8,2881,2019,5,0.193508,0,Normal,2026-04-04 10:48:12 UTC
8,2881,2019,5,0.193508,0,Normal,2026-04-04 10:48:12 UTC
8,2881,2019,5,0.193508,0,Normal,2026-04-04 10:48:12 UTC
8,2881,2019,5,0.193508,0,Normal,2026-04-04 10:48:12 UTC
9,2881,2019,5,0.154427,0,Normal,2026-04-04 10:48:12 UTC
9,2881,2019,5,0.154427,0,Normal,2026-04-04 10:48:12 UTC
9,2881,2019,5,0.154427,0,Normal,2026-04-04 10:48:12 UTC
9,2881,2019,5,0.154427,0,Normal,2026-04-04 10:48:12 UTC
10,2881,2019,5,0.161986,0,Normal,2026-04-04 10:48:12 UTC
10,2881,2019,5,0.161986,0,Normal,2026-04-04 10:48:12 UTC
10,2881,2019,5,0.161986,0,Normal,2026-04-04 10:48:12 UTC
10,2881,2019,5,0.161986,0,Normal,2026-04-04 10:48:12 UTC
1,3625,2019,6,0.125589,0,Normal,2026-04-04 10:48:12 UTC
1,3625,2019,6,0.125589,0,Normal,2026-04-04 10:48:12 UTC
1,3625,2019,6,0.125589,0,Normal,2026-04-04 10:48:12 UTC
1,3625,2019,6,0.125589,0,Normal,2026-04-04 10:48:12 UTC
2,3625,2019,6,0.147238,0,Normal,2026-04-04 10:48:12 UTC
2,3625,2019,6,0.147238,0,Normal,2026-04-04 10:48:12 UTC
2,3625,2019,6,0.147238,0,Normal,2026-04-04 10:48:12 UTC
2,3625,2019,6,0.147238,0,Normal,2026-04-04 10:48:12 UTC
3,3625,2019,6,0.015745,0,Normal,2026-04-04 10:48:12 UTC
3,3625,2019,6,0.015745,0,Normal,2026-04-04 10:48:12 UTC
3,3625,2019,6,0.015745,0,Normal,2026-04-04 10:48:12 UTC
3,3625,2019,6,0.015745,0,Normal,2026-04-04 10:48:12 UTC
4,3625,2019,6,0.150178,0,Normal,2026-04-04 10:48:12 UTC
4,3625,2019,6,0.150178,0,Normal,2026-04-04 10:48:12 UTC
4,3625,2019,6,0.150178,0,Normal,2026-04-04 10:48:12 UTC
4,3625,2019,6,0.150178,0,Normal,2026-04-04 10:48:12 UTC
5,3625,2019,6,0.166836,0,Normal,2026-04-04 10:48:12 UTC
5,3625,2019,6,0.166836,0,Normal,2026-04-04 10:48:12 UTC
5,3625,2019,6,0.166836,0,Normal,2026-04-04 10:48:12 UTC
5,3625,2019,6,0.166836,0,Normal,2026-04-04 10:48:12 UTC
6,3625,2019,6,0.187528,0,Normal,2026-04-04 10:48:12 UTC
6,3625,2019,6,0.187528,0,Normal,2026-04-04 10:48:12 UTC
6,3625,2019,6,0.187528,0,Normal,2026-04-04 10:48:12 UTC
6,3625,2019,6,0.187528,0,Normal,2026-04-04 10:48:12 UTC
7,3625,2019,6,0.196684,0,Normal,2026-04-04 10:48:12 UTC
7,3625,2019,6,0.196684,0,Normal,2026-04-04 10:48:12 UTC
7,3625,2019,6,0.196684,0,Normal,2026-04-04 10:48:12 UTC
7,3625,2019,6,0.196684,0,Normal,2026-04-04 10:48:12 UTC
8,3625,2019,6,0.19302,0,Normal,2026-04-04 10:48:12 UTC
8,3625,2019,6,0.19302,0,Normal,2026-04-04 10:48:12 UTC
8,3625,2019,6,0.19302,0,Normal,2026-04-04 10:48:12 UTC
8,3625,2019,6,0.19302,0,Normal,2026-04-04 10:48:12 UTC
9,3625,2019,6,0.158457,0,Normal,2026-04-04 10:48:12 UTC
9,3625,2019,6,0.158457,0,Normal,2026-04-04 10:48:12 UTC
9,3625,2019,6,0.158457,0,Normal,2026-04-04 10:48:12 UTC
9,3625,2019,6,0.158457,0,Normal,2026-04-04 10:48:12 UTC
10,3625,2019,6,0.102256,0,Normal,2026-04-04 10:48:12 UTC
10,3625,2019,6,0.102256,0,Normal,2026-04-04 10:48:12 UTC
10,3625,2019,6,0.102256,0,Normal,2026-04-04 10:48:12 UTC
10,3625,2019,6,0.102256,0,Normal,2026-04-04 10:48:12 UTC
1,4345,2019,7,0.133275,0,Normal,2026-04-04 10:48:12 UTC
1,4345,2019,7,0.133275,0,Normal,2026-04-04 10:48:12 UTC
1,4345,2019,7,0.133275,0,Normal,2026-04-04 10:48:12 UTC
1,4345,2019,7,0.133275,0,Normal,2026-04-04 10:48:12 UTC
2,4345,2019,7,0.18229,0,Normal,2026-04-04 10:48:12 UTC
2,4345,2019,7,0.18229,0,Normal,2026-04-04 10:48:12 UTC
2,4345,2019,7,0.18229,0,Normal,2026-04-04 10:48:12 UTC
2,4345,2019,7,0.18229,0,Normal,2026-04-04 10:48:12 UTC
3,4345,2019,7,0.182216,0,Normal,2026-04-04 10:48:12 UTC
3,4345,2019,7,0.182216,0,Normal,2026-04-04 10:48:12 UTC
3,4345,2019,7,0.182216,0,Normal,2026-04-04 10:48:12 UTC
3,4345,2019,7,0.182216,0,Normal,2026-04-04 10:48:12 UTC
4,4345,2019,7,0.191781,0,Normal,2026-04-04 10:48:12 UTC
4,4345,2019,7,0.191781,0,Normal,2026-04-04 10:48:12 UTC
4,4345,2019,7,0.191781,0,Normal,2026-04-04 10:48:12 UTC
4,4345,2019,7,0.191781,0,Normal,2026-04-04 10:48:12 UTC
5,4345,2019,7,0.199712,0,Normal,2026-04-04 10:48:12 UTC
5,4345,2019,7,0.199712,0,Normal,2026-04-04 10:48:12 UTC
5,4345,2019,7,0.199712,0,Normal,2026-04-04 10:48:12 UTC
5,4345,2019,7,0.199712,0,Normal,2026-04-04 10:48:12 UTC
6,4345,2019,7,0.185838,0,Normal,2026-04-04 10:48:12 UTC
6,4345,2019,7,0.185838,0,Normal,2026-04-04 10:48:12 UTC
6,4345,2019,7,0.185838,0,Normal,2026-04-04 10:48:12 UTC
6,4345,2019,7,0.185838,0,Normal,2026-04-04 10:48:12 UTC
7,4345,2019,7,0.200134,0,Normal,2026-04-04 10:48:12 UTC
7,4345,2019,7,0.200134,0,Normal,2026-04-04 10:48:12 UTC
7,4345,2019,7,0.200134,0,Normal,2026-04-04 10:48:12 UTC
7,4345,2019,7,0.200134,0,Normal,2026-04-04 10:48:12 UTC
8,4345,2019,7,0.192608,0,Normal,2026-04-04 10:48:12 UTC
8,4345,2019,7,0.192608,0,Normal,2026-04-04 10:48:12 UTC
8,4345,2019,7,0.192608,0,Normal,2026-04-04 10:48:12 UTC
8,4345,2019,7,0.192608,0,Normal,2026-04-04 10:48:12 UTC
9,4345,2019,7,0.070717,0,Normal,2026-04-04 10:48:12 UTC
9,4345,2019,7,0.070717,0,Normal,2026-04-04 10:48:12 UTC
9,4345,2019,7,0.070717,0,Normal,2026-04-04 10:48:12 UTC
9,4345,2019,7,0.070717,0,Normal,2026-04-04 10:48:12 UTC
10,4345,2019,7,0.148772,0,Normal,2026-04-04 10:48:12 UTC
10,4345,2019,7,0.148772,0,Normal,2026-04-04 10:48:12 UTC
10,4345,2019,7,0.148772,0,Normal,2026-04-04 10:48:12 UTC
10,4345,2019,7,0.148772,0,Normal,2026-04-04 10:48:12 UTC
1,5089,2019,8,0.108119,0,Normal,2026-04-04 10:48:12 UTC
1,5089,2019,8,0.108119,0,Normal,2026-04-04 10:48:12 UTC
1,5089,2019,8,0.108119,0,Normal,2026-04-04 10:48:12 UTC
1,5089,2019,8,0.108119,0,Normal,2026-04-04 10:48:12 UTC
2,5089,2019,8,0.145248,0,Normal,2026-04-04 10:48:12 UTC
2,5089,2019,8,0.145248,0,Normal,2026-04-04 10:48:12 UTC
2,5089,2019,8,0.145248,0,Normal,2026-04-04 10:48:12 UTC
2,5089,2019,8,0.145248,0,Normal,2026-04-04 10:48:12 UTC
3,5089,2019,8,0.149192,0,Normal,2026-04-04 10:48:12 UTC
3,5089,2019,8,0.149192,0,Normal,2026-04-04 10:48:12 UTC
3,5089,2019,8,0.149192,0,Normal,2026-04-04 10:48:12 UTC
3,5089,2019,8,0.149192,0,Normal,2026-04-04 10:48:12 UTC
4,5089,2019,8,0.134965,0,Normal,2026-04-04 10:48:12 UTC
4,5089,2019,8,0.134965,0,Normal,2026-04-04 10:48:12 UTC
4,5089,2019,8,0.134965,0,Normal,2026-04-04 10:48:12 UTC
4,5089,2019,8,0.134965,0,Normal,2026-04-04 10:48:12 UTC
5,5089,2019,8,0.181499,0,Normal,2026-04-04 10:48:12 UTC
5,5089,2019,8,0.181499,0,Normal,2026-04-04 10:48:12 UTC
5,5089,2019,8,0.181499,0,Normal,2026-04-04 10:48:12 UTC
5,5089,2019,8,0.181499,0,Normal,2026-04-04 10:48:12 UTC
6,5089,2019,8,0.17972,0,Normal,2026-04-04 10:48:12 UTC
6,5089,2019,8,0.17972,0,Normal,2026-04-04 10:48:12 UTC
6,5089,2019,8,0.17972,0,Normal,2026-04-04 10:48:12 UTC
6,5089,2019,8,0.17972,0,Normal,2026-04-04 10:48:12 UTC
7,5089,2019,8,0.201016,0,Normal,2026-04-04 10:48:12 UTC
7,5089,2019,8,0.201016,0,Normal,2026-04-04 10:48:12 UTC
7,5089,2019,8,0.201016,0,Normal,2026-04-04 10:48:12 UTC
7,5089,2019,8,0.201016,0,Normal,2026-04-04 10:48:12 UTC
8,5089,2019,8,0.034007,0,Normal,2026-04-04 10:48:12 UTC
8,5089,2019,8,0.034007,0,Normal,2026-04-04 10:48:12 UTC
8,5089,2019,8,0.034007,0,Normal,2026-04-04 10:48:12 UTC
8,5089,2019,8,0.034007,0,Normal,2026-04-04 10:48:12 UTC
9,5089,2019,8,0.17543,0,Normal,2026-04-04 10:48:12 UTC
9,5089,2019,8,0.17543,0,Normal,2026-04-04 10:48:12 UTC
9,5089,2019,8,0.17543,0,Normal,2026-04-04 10:48:12 UTC
9,5089,2019,8,0.17543,0,Normal,2026-04-04 10:48:12 UTC
10,5089,2019,8,0.16208,0,Normal,2026-04-04 10:48:12 UTC
10,5089,2019,8,0.16208,0,Normal,2026-04-04 10:48:12 UTC
10,5089,2019,8,0.16208,0,Normal,2026-04-04 10:48:12 UTC
10,5089,2019,8,0.16208,0,Normal,2026-04-04 10:48:12 UTC
1,5833,2019,9,0.003928,0,Normal,2026-04-04 10:48:12 UTC
1,5833,2019,9,0.003928,0,Normal,2026-04-04 10:48:12 UTC
1,5833,2019,9,0.003928,0,Normal,2026-04-04 10:48:12 UTC
1,5833,2019,9,0.003928,0,Normal,2026-04-04 10:48:12 UTC
2,5833,2019,9,0.176205,0,Normal,2026-04-04 10:48:12 UTC
2,5833,2019,9,0.176205,0,Normal,2026-04-04 10:48:12 UTC
2,5833,2019,9,0.176205,0,Normal,2026-04-04 10:48:12 UTC
2,5833,2019,9,0.176205,0,Normal,2026-04-04 10:48:12 UTC
3,5833,2019,9,0.120529,0,Normal,2026-04-04 10:48:12 UTC
3,5833,2019,9,0.120529,0,Normal,2026-04-04 10:48:12 UTC
3,5833,2019,9,0.120529,0,Normal,2026-04-04 10:48:12 UTC
3,5833,2019,9,0.120529,0,Normal,2026-04-04 10:48:12 UTC
4,5833,2019,9,0.187052,0,Normal,2026-04-04 10:48:12 UTC
4,5833,2019,9,0.187052,0,Normal,2026-04-04 10:48:12 UTC
4,5833,2019,9,0.187052,0,Normal,2026-04-04 10:48:12 UTC
4,5833,2019,9,0.187052,0,Normal,2026-04-04 10:48:12 UTC
5,5833,2019,9,0.190516,0,Normal,2026-04-04 10:48:12 UTC
5,5833,2019,9,0.190516,0,Normal,2026-04-04 10:48:12 UTC
5,5833,2019,9,0.190516,0,Normal,2026-04-04 10:48:12 UTC
5,5833,2019,9,0.190516,0,Normal,2026-04-04 10:48:12 UTC
6,5833,2019,9,0.078775,0,Normal,2026-04-04 10:48:12 UTC
6,5833,2019,9,0.078775,0,Normal,2026-04-04 10:48:12 UTC
6,5833,2019,9,0.078775,0,Normal,2026-04-04 10:48:12 UTC
6,5833,2019,9,0.078775,0,Normal,2026-04-04 10:48:12 UTC
7,5833,2019,9,0.190881,0,Normal,2026-04-04 10:48:12 UTC
7,5833,2019,9,0.190881,0,Normal,2026-04-04 10:48:12 UTC
7,5833,2019,9,0.190881,0,Normal,2026-04-04 10:48:12 UTC
7,5833,2019,9,0.190881,0,Normal,2026-04-04 10:48:12 UTC
8,5833,2019,9,0.180072,0,Normal,2026-04-04 10:48:12 UTC
8,5833,2019,9,0.180072,0,Normal,2026-04-04 10:48:12 UTC
8,5833,2019,9,0.180072,0,Normal,2026-04-04 10:48:12 UTC
8,5833,2019,9,0.180072,0,Normal,2026-04-04 10:48:12 UTC
9,5833,2019,9,0.128038,0,Normal,2026-04-04 10:48:12 UTC
9,5833,2019,9,0.128038,0,Normal,2026-04-04 10:48:12 UTC
9,5833,2019,9,0.128038,0,Normal,2026-04-04 10:48:12 UTC
9,5833,2019,9,0.128038,0,Normal,2026-04-04 10:48:12 UTC
10,5833,2019,9,0.15026,0,Normal,2026-04-04 10:48:12 UTC
10,5833,2019,9,0.15026,0,Normal,2026-04-04 10:48:12 UTC
10,5833,2019,9,0.15026,0,Normal,2026-04-04 10:48:12 UTC
10,5833,2019,9,0.15026,0,Normal,2026-04-04 10:48:12 UTC
1,6553,2019,10,0.114406,0,Normal,2026-04-04 10:48:12 UTC
1,6553,2019,10,0.114406,0,Normal,2026-04-04 10:48:12 UTC
1,6553,2019,10,0.114406,0,Normal,2026-04-04 10:48:12 UTC
