feedback_id,vader_score,bert_label,final_sentiment,zone_sk,City,Date
66,0.0,negative,negative,5,Nice,2019-08-13T16:31:41.000Z
67,0.2023,neutral,neutral,3,Marseille,2019-06-03T08:30:50.000Z
68,0.0,neutral,neutral,6,Paris,2019-12-08T15:40:51.000Z
69,0.0,,neutral,5,Nice,2019-11-10T20:19:17.000Z
70,0.0,neutral,neutral,6,Paris,2019-12-19T09:26:28.000Z
71,0.0,neutral,neutral,3,Marseille,2021-06-03T08:30:50.000Z
72,0.0,,neutral,3,Marseille,2019-11-26T12:34:57.000Z
73,0.0,neutral,neutral,6,Paris,2019-11-13T13:52:40.000Z
74,0.0,neutral,neutral,1,Lille,2021-11-07T21:22:03.000Z
75,0.0,,neutral,2,Lyon,2021-12-26T10:30:10.000Z
76,0.0,,neutral,4,Montpellier,2020-10-29T20:46:03.000Z
77,0.0,neutral,neutral,6,Paris,2021-12-19T09:26:28.000Z
78,0.0,neutral,neutral,1,Lille,2021-11-24T10:42:34.000Z
79,0.0,neutral,neutral,1,Lille,2022-01-09T19:56:01.000Z
80,0.0,neutral,neutral,6,Paris,2019-05-06T19:20:28.000Z
81,0.0,,neutral,1,Lille,2021-07-18T15:05:41.000Z
82,0.0,neutral,neutral,4,Montpellier,2020-12-28T14:13:57.000Z
83,0.0,,neutral,1,Lille,2021-09-16T17:31:15.000Z
84,0.0,,neutral,5,Nice,2021-11-10T20:19:17.000Z
85,0.0,negative,negative,5,Nice,2019-11-09T18:27:20.000Z
86,0.0,,neutral,6,Paris,2019-12-01T16:20:19.000Z
87,0.0,neutral,neutral,6,Paris,2021-12-08T15:40:51.000Z
88,0.0,,neutral,6,Paris,2026-01-03T14:56:40.000Z
89,0.0,,neutral,0,Bordeaux,2021-11-12T10:37:04.000Z
90,0.0,,neutral,6,Paris,2021-12-01T16:20:19.000Z
91,0.0,negative,negative,5,Nice,2019-10-23T14:37:05.000Z
92,0.0,,neutral,6,Paris,2019-12-05T22:38:31.000Z
93,0.0,,neutral,6,Paris,2021-12-05T22:38:31.000Z
94,0.0,,neutral,6,Paris,2026-01-23T07:28:27.000Z
95,0.0,,neutral,6,Paris,2026-01-22T23:24:58.000Z
96,0.0,,neutral,0,Bordeaux,2022-01-14T10:24:53.000Z
97,0.0,,neutral,2,Lyon,2019-12-10T11:49:29.000Z
98,0.0,negative,negative,3,Marseille,2019-10-09T13:34:33.000Z
99,-0.4767,,negative,2,Lyon,2019-10-22T17:59:36.000Z
100,0.0,,neutral,6,Paris,2019-06-30T11:50:29.000Z
101,0.0,,neutral,0,Bordeaux,2021-06-25T12:21:46.000Z
102,0.0,neutral,neutral,0,Bordeaux,2021-09-17T07:50:20.000Z
103,0.0,,neutral,5,Nice,2021-03-23T17:43:31.000Z
104,0.0,,neutral,5,Nice,2021-07-25T10:03:03.000Z
105,0.0,,neutral,6,Paris,2019-12-11T15:49:33.000Z
106,0.0,,neutral,6,Paris,2026-01-24T20:23:49.000Z
107,0.0,,neutral,6,Paris,2026-01-07T20:09:54.000Z
108,0.0,,neutral,2,Lyon,2021-12-10T11:49:29.000Z
109,0.0,,neutral,2,Lyon,2019-10-04T16:20:10.000Z
110,0.0,negative,negative,5,Nice,2026-01-08T08:09:17.000Z
111,0.0,,neutral,2,Lyon,2021-09-17T15:48:19.000Z
112,0.0,,neutral,6,Paris,2019-05-01T16:36:08.000Z
113,0.0,,neutral,6,Paris,2019-12-03T15:33:49.000Z
114,0.0,,neutral,2,Lyon,2019-12-16T07:35:47.000Z
115,0.0,,neutral,3,Marseille,2021-05-01T09:15:36.000Z
116,0.0,,neutral,2,Lyon,2021-12-16T07:35:47.000Z
117,0.0,,neutral,6,Paris,2019-11-17T15:08:30.000Z
118,0.0,,neutral,4,Montpellier,2020-10-05T12:05:18.000Z
119,0.0,neutral,neutral,4,Montpellier,2020-06-26T08:14:23.000Z
120,0.0,,neutral,5,Nice,2019-07-01T12:21:04.000Z
121,0.0,neutral,neutral,4,Montpellier,2021-08-02T17:13:57.000Z
122,0.0,,neutral,1,Lille,2021-08-12T13:13:35.000Z
123,0.0,,neutral,3,Marseille,2026-01-30T10:19:31.000Z
124,0.0,,neutral,5,Nice,2021-02-18T12:43:14.000Z
125,0.0,,neutral,6,Paris,2021-11-17T15:08:30.000Z
126,0.0,,neutral,6,Paris,2019-12-05T11:10:45.000Z
127,0.0,,neutral,3,Marseille,2021-06-07T13:51:42.000Z
128,0.0,,neutral,3,Marseille,2019-11-28T18:53:58.000Z
129,0.0,,neutral,2,Lyon,2021-12-22T21:55:57.000Z
130,0.0,,neutral,3,Marseille,2026-01-20T19:04:20.000Z
131,0.0,,neutral,6,Paris,2022-01-12T19:12:42.000Z
132,0.0,negative,negative,6,Paris,2026-01-27T21:51:44.000Z
133,0.0,,neutral,3,Marseille,2021-06-13T00:16:20.000Z
134,0.0,neutral,neutral,6,Paris,2021-11-23T01:36:04.000Z
135,0.0,,neutral,4,Montpellier,2021-11-06T08:18:13.000Z
136,0.0,neutral,neutral,5,Nice,2021-02-11T14:15:21.000Z
137,0.0,neutral,neutral,6,Paris,2019-11-23T14:02:24.000Z
138,0.0,neutral,neutral,1,Lille,2021-07-04T11:00:04.000Z
139,-0.6597,,negative,2,Lyon,2026-01-10T14:24:24.000Z
140,0.0,,neutral,6,Paris,2019-11-24T08:57:59.000Z
141,0.0,,neutral,6,Paris,2021-09-30T15:11:48.000Z
142,0.0,,neutral,6,Paris,2019-11-02T10:02:16.000Z
143,0.0,,neutral,3,Marseille,2019-11-03T15:42:21.000Z
144,0.0,,neutral,5,Nice,2021-12-30T11:59:15.000Z
145,0.0,,neutral,1,Lille,2021-08-22T14:25:29.000Z
146,0.0,neutral,neutral,1,Lille,2021-08-02T14:38:03.000Z
147,0.0,,neutral,6,Paris,2021-11-02T10:02:16.000Z
148,0.0,,neutral,6,Paris,2019-03-20T19:55:15.000Z
149,0.0,neutral,neutral,2,Lyon,2019-09-19T17:41:14.000Z
150,0.0,,neutral,2,Lyon,2019-10-15T13:07:55.000Z
151,0.0,,neutral,6,Paris,2026-01-05T14:36:15.000Z
152,0.0,,neutral,4,Montpellier,2022-01-14T15:16:30.000Z
153,0.0,,neutral,3,Marseille,2019-06-29T15:01:16.000Z
154,0.0,,neutral,6,Paris,2021-11-14T22:47:56.000Z
155,0.0,,neutral,1,Lille,2021-06-21T05:56:48.000Z
156,0.0,neutral,neutral,1,Lille,2021-02-08T15:13:22.000Z
157,0.0,,neutral,2,Lyon,2021-12-18T21:27:30.000Z
158,0.0,,neutral,2,Lyon,2019-11-15T08:51:15.000Z
159,0.0,neutral,neutral,2,Lyon,2021-11-15T08:51:15.000Z
160,-0.5267,,negative,6,Paris,2019-11-23T01:36:04.000Z
161,0.0,,neutral,5,Nice,2026-01-12T12:12:42.000Z
162,0.0,,neutral,5,Nice,2022-01-12T12:12:42.000Z
163,0.0,,neutral,6,Paris,2019-11-12T20:54:05.000Z
164,0.0,,neutral,5,Nice,2019-07-07T12:11:42.000Z
165,0.0,neutral,neutral,5,Nice,2021-07-07T12:11:42.000Z
166,0.0,neutral,neutral,6,Paris,2021-12-03T15:33:49.000Z
167,0.0,,neutral,4,Montpellier,2020-03-28T07:35:21.000Z
168,0.0,,neutral,1,Lille,2021-07-05T11:47:22.000Z
169,0.0,negative,negative,6,Paris,2019-12-10T07:56:49.000Z
170,0.0,,neutral,6,Paris,2019-12-01T09:50:52.000Z
171,0.0,,neutral,5,Nice,2021-01-22T11:59:57.000Z
172,0.0,,neutral,6,Paris,2021-12-18T14:10:39.000Z
173,0.0,,neutral,5,Nice,2021-08-18T15:14:18.000Z
174,0.0,,neutral,3,Marseille,2021-05-31T16:32:45.000Z
175,0.4588,neutral,neutral,3,Marseille,2019-10-04T17:03:38.000Z
176,0.0,,neutral,0,Bordeaux,2020-10-21T18:23:07.000Z
177,0.0,,neutral,4,Montpellier,2021-06-17T20:25:27.000Z
178,0.0,,neutral,6,Paris,2021-12-01T09:50:52.000Z
179,0.0,,neutral,6,Paris,2019-12-26T12:22:29.000Z
180,0.0,,neutral,2,Lyon,2021-10-05T19:24:14.000Z
181,0.0,,neutral,6,Paris,2019-10-23T18:05:35.000Z
182,0.0,neutral,neutral,2,Lyon,2019-10-05T19:24:14.000Z
183,0.0,,neutral,6,Paris,2019-11-22T19:56:43.000Z
184,0.0,,neutral,6,Paris,2021-11-22T19:56:43.000Z
185,0.0,,neutral,3,Marseille,2021-04-02T12:41:23.000Z
186,0.0,,neutral,6,Paris,2019-02-12T09:59:45.000Z
187,0.0,,neutral,6,Paris,2026-01-28T02:29:21.000Z
188,0.0,,neutral,2,Lyon,2019-08-23T08:15:51.000Z
189,0.0,,neutral,6,Paris,2026-01-12T16:36:49.000Z
190,0.0,,neutral,6,Paris,2026-01-04T23:19:20.000Z
191,0.0,,neutral,5,Nice,2021-07-04T14:29:41.000Z
192,0.0,,neutral,0,Bordeaux,2021-11-01T15:07:08.000Z
193,0.0,neutral,neutral,6,Paris,2019-12-12T19:26:04.000Z
194,0.0,neutral,neutral,6,Paris,2022-01-28T02:29:21.000Z
195,0.0,,neutral,5,Nice,2021-08-05T11:01:07.000Z
196,0.0,,neutral,3,Marseille,2026-01-15T19:20:16.000Z
197,0.0,neutral,neutral,2,Lyon,2019-10-22T17:03:27.000Z
198,0.0,,neutral,3,Marseille,2022-01-15T19:20:16.000Z
199,0.0,,neutral,5,Nice,2019-01-22T11:59:57.000Z
200,0.0,neutral,neutral,5,Nice,2019-07-04T14:29:41.000Z
201,0.0,,neutral,6,Paris,2019-12-06T09:07:38.000Z
202,0.0,,neutral,4,Montpellier,2021-01-16T18:24:38.000Z
203,0.0,,neutral,4,Montpellier,2021-04-10T04:07:11.000Z
204,0.0,,neutral,6,Paris,2021-12-06T09:07:38.000Z
205,0.0,negative,negative,3,Marseille,2019-08-22T11:03:44.000Z
206,-0.5267,,negative,6,Paris,2019-12-08T18:32:12.000Z
207,0.0,,neutral,1,Lille,2021-06-18T16:47:51.000Z
208,0.0,,neutral,3,Marseille,2026-01-04T18:14:30.000Z
209,0.0,negative,negative,6,Paris,2026-01-13T17:39:51.000Z
210,0.0,neutral,neutral,3,Marseille,2019-07-25T11:01:34.000Z
211,0.0,neutral,neutral,3,Marseille,2022-01-04T18:14:30.000Z
212,0.0,neutral,neutral,1,Lille,2021-05-06T12:30:11.000Z
213,0.0,,neutral,3,Marseille,2019-02-15T12:09:47.000Z
214,0.0,neutral,neutral,2,Lyon,2021-12-08T11:04:17.000Z
215,0.0,,neutral,1,Lille,2021-08-05T13:46:08.000Z
216,0.0,neutral,neutral,3,Marseille,2021-02-15T12:09:47.000Z
217,0.0,,neutral,6,Paris,2019-12-13T10:42:44.000Z
218,0.0,,neutral,5,Nice,2019-12-15T14:18:45.000Z
219,0.0,neutral,neutral,5,Nice,2021-12-15T14:18:45.000Z
220,0.0,,neutral,6,Paris,2019-04-23T00:47:29.000Z
221,0.0,neutral,neutral,3,Marseille,2019-06-23T23:50:44.000Z
222,0.0,,neutral,2,Lyon,2026-01-19T08:44:30.000Z
223,0.0,,neutral,2,Lyon,2021-10-04T10:23:18.000Z
224,0.0,,neutral,5,Nice,2019-10-31T14:36:56.000Z
225,0.0,,neutral,3,Marseille,2026-01-13T13:09:57.000Z
226,0.0,,neutral,5,Nice,2019-05-20T17:15:26.000Z
227,0.0,,neutral,5,Nice,2019-04-04T13:50:49.000Z
228,0.0,neutral,neutral,2,Lyon,2019-11-26T01:12:06.000Z
229,0.0,,neutral,1,Lille,2021-09-08T11:32:47.000Z
230,0.0,,neutral,5,Nice,2021-06-16T17:34:54.000Z
231,0.0,,neutral,2,Lyon,2019-09-15T07:52:35.000Z
232,0.0,neutral,neutral,3,Marseille,2022-01-13T13:09:57.000Z
233,0.0,,neutral,6,Paris,2021-11-17T10:01:08.000Z
234,0.0,,neutral,3,Marseille,2021-06-23T23:50:44.000Z
235,0.0,negative,negative,6,Paris,2019-11-08T13:17:18.000Z
236,0.0,neutral,neutral,5,Nice,2021-01-03T12:14:26.000Z
237,0.0,,neutral,2,Lyon,2026-01-06T09:00:48.000Z
238,0.0,,neutral,2,Lyon,2026-01-16T08:28:41.000Z
239,0.0,,neutral,2,Lyon,2019-12-09T12:58:41.000Z
240,0.0,neutral,neutral,4,Montpellier,2020-07-18T21:42:29.000Z
241,0.0,,neutral,5,Nice,2021-10-31T14:36:56.000Z
242,0.0,,neutral,6,Paris,2021-09-08T20:47:55.000Z
243,0.0,,neutral,1,Lille,2021-09-08T18:38:14.000Z
244,0.0,,neutral,6,Paris,2019-09-08T20:47:55.000Z
245,0.0,neutral,neutral,2,Lyon,2019-12-21T18:30:20.000Z
246,0.0,,neutral,2,Lyon,2019-11-15T18:47:07.000Z
247,0.0,,neutral,3,Marseille,2019-09-20T14:16:32.000Z
248,0.0,negative,negative,6,Paris,2019-12-10T22:07:12.000Z
249,0.0,,neutral,2,Lyon,2021-11-15T18:47:07.000Z
250,0.0,,neutral,2,Lyon,2026-01-23T11:50:47.000Z
251,0.0,neutral,neutral,3,Marseille,2019-08-23T00:02:30.000Z
252,0.0,,neutral,6,Paris,2021-11-08T13:17:18.000Z
253,0.0,,neutral,6,Paris,2019-12-20T22:38:02.000Z
254,0.0,,neutral,2,Lyon,2019-09-02T08:48:29.000Z
255,0.0,neutral,neutral,4,Montpellier,2021-06-03T10:01:53.000Z
256,0.0,,neutral,6,Paris,2021-11-25T10:31:37.000Z
257,0.0,,neutral,4,Montpellier,2020-08-26T08:04:41.000Z
258,0.0,,neutral,1,Lille,2021-07-29T18:31:20.000Z
259,0.0,,neutral,6,Paris,2026-01-30T15:53:39.000Z
260,0.0,neutral,neutral,2,Lyon,2019-11-13T11:04:34.000Z
261,0.0,,neutral,6,Paris,2019-05-07T06:44:54.000Z
262,0.0,,neutral,6,Paris,2019-11-25T10:31:37.000Z
263,0.0,,neutral,1,Lille,2021-09-10T10:39:48.000Z
264,0.0,,neutral,6,Paris,2019-12-26T21:33:52.000Z
265,0.0,,neutral,3,Marseille,2019-08-20T07:34:46.000Z
266,0.0,,neutral,2,Lyon,2019-03-20T11:24:15.000Z
267,-0.6249,negative,negative,3,Marseille,2019-07-15T14:10:25.000Z
268,0.0,,neutral,6,Paris,2021-12-26T21:33:52.000Z
269,0.0,,neutral,3,Marseille,2019-07-25T07:51:49.000Z
270,0.0,,neutral,3,Marseille,2021-07-25T07:51:49.000Z
271,0.0,,neutral,4,Montpellier,2021-10-30T16:32:32.000Z
272,0.0,,neutral,1,Lille,2021-06-25T09:22:24.000Z
273,0.0,,neutral,2,Lyon,2019-04-02T09:57:09.000Z
274,0.0,,neutral,1,Lille,2021-07-25T03:58:01.000Z
275,0.0,,neutral,6,Paris,2019-06-12T12:01:10.000Z
276,0.0,negative,negative,6,Paris,2019-12-17T10:52:13.000Z
277,0.0,,neutral,3,Marseille,2019-09-04T09:36:42.000Z
278,0.0,,neutral,2,Lyon,2021-11-20T10:23:51.000Z
279,0.0,,neutral,6,Paris,2021-12-17T10:52:13.000Z
280,0.0,,neutral,1,Lille,2021-12-12T10:36:52.000Z
281,0.0,,neutral,6,Paris,2019-12-10T08:29:44.000Z
282,0.0,neutral,neutral,6,Paris,2021-12-10T08:29:44.000Z
283,-0.6597,,negative,2,Lyon,2019-11-19T00:43:29.000Z
284,0.0,,neutral,6,Paris,2019-12-24T10:21:46.000Z
285,0.0,,neutral,6,Paris,2021-12-24T10:21:46.000Z
286,0.0,,neutral,6,Paris,2019-06-19T15:41:21.000Z
287,0.0,negative,negative,6,Paris,2019-12-03T15:24:08.000Z
288,0.0,,neutral,6,Paris,2022-01-15T18:03:48.000Z
289,0.0,,neutral,3,Marseille,2019-10-21T20:47:48.000Z
290,0.0,,neutral,6,Paris,2026-01-08T17:24:57.000Z
291,0.0,neutral,neutral,1,Lille,2021-01-27T13:06:52.000Z
292,0.0,neutral,neutral,6,Paris,2022-01-08T17:24:57.000Z
293,0.0,neutral,neutral,4,Montpellier,2021-07-03T12:51:04.000Z
294,0.0,,neutral,6,Paris,2019-02-24T14:28:08.000Z
295,0.0,negative,negative,6,Paris,2019-12-12T23:12:53.000Z
296,0.0,,neutral,1,Lille,2021-08-01T13:03:45.000Z
297,0.0,neutral,neutral,5,Nice,2021-06-01T10:44:16.000Z
298,0.0,,neutral,2,Lyon,2021-12-23T19:03:54.000Z
299,0.0,,neutral,2,Lyon,2019-04-16T08:16:32.000Z
300,0.0,positive,positive,2,Lyon,2019-12-23T19:03:54.000Z
301,0.0,negative,negative,3,Marseille,2019-08-24T17:26:35.000Z
302,0.0,,neutral,4,Montpellier,2021-01-12T22:30:51.000Z
303,0.0,neutral,neutral,4,Montpellier,2021-08-12T14:32:20.000Z
304,0.0,,neutral,3,Marseille,2021-08-24T17:26:35.000Z
305,0.0,,neutral,1,Lille,2021-08-25T13:21:45.000Z
306,0.0,,neutral,5,Nice,2019-06-01T10:44:16.000Z
307,0.0,,neutral,1,Lille,2021-08-04T10:46:32.000Z
308,0.0,,neutral,6,Paris,2019-11-13T14:39:06.000Z
309,0.0,,neutral,1,Lille,2021-11-18T09:21:02.000Z
310,0.0,,neutral,4,Montpellier,2020-07-18T14:38:59.000Z
311,0.0,,neutral,6,Paris,2022-01-26T10:03:37.000Z
312,0.0,,neutral,6,Paris,2019-12-01T15:07:14.000Z
313,0.0,,neutral,2,Lyon,2019-11-12T08:55:04.000Z
314,0.0,,neutral,6,Paris,2019-03-18T15:33:00.000Z
315,0.0,,neutral,6,Paris,2026-01-26T10:03:37.000Z
316,0.0,,neutral,3,Marseille,2019-09-17T08:01:22.000Z
317,0.0,,neutral,1,Lille,2021-06-24T17:44:17.000Z
318,0.0,,neutral,5,Nice,2019-08-19T09:05:30.000Z
319,0.0,,neutral,2,Lyon,2021-11-12T08:55:04.000Z
320,0.0,,neutral,1,Lille,2021-12-02T23:49:46.000Z
321,0.0,,neutral,6,Paris,2026-01-01T18:40:40.000Z
322,0.0,,neutral,6,Paris,2022-01-01T18:40:40.000Z
323,0.0,,neutral,6,Paris,2026-01-07T07:33:01.000Z
324,0.0,,neutral,6,Paris,2022-01-02T13:12:30.000Z
325,-0.6369,negative,negative,5,Nice,2019-09-22T11:11:57.000Z
326,0.0,,neutral,3,Marseille,2019-06-04T16:59:59.000Z
327,0.0,,neutral,4,Montpellier,2021-11-03T22:27:03.000Z
328,0.0,neutral,neutral,1,Lille,2021-09-29T10:19:21.000Z
329,0.0,,neutral,6,Paris,2026-01-02T13:12:30.000Z
330,0.0,neutral,neutral,2,Lyon,2019-04-08T08:48:38.000Z
331,0.0,,neutral,6,Paris,2026-01-11T14:47:34.000Z
332,0.0,,neutral,4,Montpellier,2021-02-18T12:19:32.000Z
333,0.0,neutral,neutral,2,Lyon,2021-09-23T10:11:54.000Z
334,0.0,,neutral,6,Paris,2022-01-11T14:47:34.000Z
335,-0.128,,negative,2,Lyon,2019-10-21T18:17:57.000Z
336,0.0,positive,positive,6,Paris,2019-12-04T09:32:21.000Z
337,0.0,,neutral,0,Bordeaux,2021-10-04T18:44:19.000Z
338,0.0,,neutral,2,Lyon,2022-01-26T16:10:12.000Z
339,0.0,,neutral,6,Paris,2019-10-01T08:02:05.000Z
340,0.0,,neutral,3,Marseille,2021-10-24T06:12:25.000Z
341,0.0,negative,negative,6,Paris,2019-12-21T21:44:21.000Z
342,0.0,,neutral,5,Nice,2019-02-17T17:18:39.000Z
343,0.0,negative,negative,6,Paris,2026-01-12T13:01:25.000Z
344,0.0,,neutral,4,Montpellier,2020-02-15T18:29:12.000Z
345,0.0,negative,negative,6,Paris,2019-12-10T15:41:56.000Z
346,0.0,,neutral,3,Marseille,2019-06-02T08:55:55.000Z
347,0.0,,neutral,6,Paris,2021-10-28T19:51:18.000Z
348,0.0,,neutral,6,Paris,2019-10-14T16:29:57.000Z
349,0.0,,neutral,2,Lyon,2019-03-17T20:25:27.000Z
350,0.0,,neutral,6,Paris,2019-12-10T17:06:55.000Z
351,0.0,neutral,neutral,1,Lille,2021-03-12T21:11:52.000Z
352,0.0,neutral,neutral,4,Montpellier,2021-03-01T22:54:24.000Z
353,0.0,neutral,neutral,3,Marseille,2021-11-03T07:51:15.000Z
354,0.0,,neutral,6,Paris,2021-12-10T17:06:55.000Z
355,0.0,,neutral,3,Marseille,2021-04-26T13:53:17.000Z
356,0.0,,neutral,6,Paris,2019-12-15T17:56:42.000Z
357,0.0,neutral,neutral,4,Montpellier,2020-11-26T09:15:37.000Z
358,0.0,,neutral,6,Paris,2026-01-12T16:46:51.000Z
359,0.0,,neutral,2,Lyon,2026-01-26T16:10:12.000Z
360,0.0,,neutral,6,Paris,2026-01-05T18:45:40.000Z
361,0.0,,neutral,6,Paris,2019-12-08T17:54:38.000Z
362,0.0,negative,negative,6,Paris,2019-12-19T14:43:50.000Z
363,0.0,negative,negative,6,Paris,2026-01-11T10:37:35.000Z
364,0.0,neutral,neutral,6,Paris,2026-01-26T20:05:39.000Z
365,0.0,,neutral,5,Nice,2019-05-18T15:57:57.000Z
366,0.0,negative,negative,6,Paris,2019-11-20T09:53:05.000Z
367,0.0,,neutral,5,Nice,2019-11-10T17:58:05.000Z
368,0.0,negative,negative,2,Lyon,2026-01-18T21:44:59.000Z
369,0.0,neutral,neutral,6,Paris,2019-12-28T11:45:21.000Z
370,0.0,,neutral,6,Paris,2021-11-21T16:09:20.000Z
371,0.0,,neutral,4,Montpellier,2021-03-25T21:23:56.000Z
372,0.0,,neutral,6,Paris,2021-11-20T09:53:05.000Z
373,0.0,,neutral,2,Lyon,2021-12-20T00:56:06.000Z
374,0.0,,neutral,6,Paris,2019-08-20T14:32:46.000Z
375,0.0,,neutral,2,Lyon,2022-01-24T16:16:04.000Z
376,0.0,neutral,neutral,5,Nice,2019-10-09T08:40:01.000Z
377,0.0,,neutral,6,Paris,2019-11-18T08:48:17.000Z
378,0.0,neutral,neutral,3,Marseille,2021-10-21T07:41:13.000Z
379,0.0,,neutral,2,Lyon,2019-12-20T00:56:06.000Z
380,0.0,,neutral,3,Marseille,2019-10-28T12:20:49.000Z
381,0.0,neutral,neutral,3,Marseille,2021-10-28T12:20:49.000Z
382,0.0,neutral,neutral,6,Paris,2026-01-17T21:26:23.000Z
383,0.0,negative,negative,6,Paris,2026-01-25T15:26:25.000Z
384,0.4588,,positive,6,Paris,2019-11-21T16:09:20.000Z
385,0.0,,neutral,1,Lille,2021-11-17T10:25:04.000Z
386,0.0,,neutral,3,Marseille,2019-10-20T08:33:34.000Z
387,0.0,,neutral,6,Paris,2026-01-11T14:45:43.000Z
388,0.0,,neutral,6,Paris,2019-08-31T08:27:45.000Z
389,0.0,neutral,neutral,6,Paris,2022-01-11T14:45:43.000Z
390,0.0,,neutral,2,Lyon,2019-11-17T18:14:04.000Z
391,0.0,,neutral,1,Lille,2021-07-09T12:18:22.000Z
392,0.0,,neutral,6,Paris,2026-01-25T19:04:40.000Z
393,0.0,,neutral,6,Paris,2022-01-29T19:44:31.000Z
394,0.0,,neutral,4,Montpellier,2020-07-16T09:08:30.000Z
