zone_sk,ds,aqi_forecast,aqi_lower,aqi_upper,row_type,pm25_forecast,pm25_lower,pm25_upper,co2_forecast,co2_lower,co2_upper,nrj_forecast,nrj_lower,nrj_upper
1,2022-03-01,24.11,20.501,27.9839,historical,14.3732,11.4667,17.0244,73.7905,26.2565,121.1718,84.7096,72.6721,96.1053
1,2022-04-01,18.1869,14.4218,21.8054,historical,14.3634,11.5986,17.1758,63.4847,15.1226,109.6831,91.0921,79.6605,102.1874
1,2022-05-01,23.546,20.0449,27.2228,historical,14.2328,11.4672,16.9281,107.4941,57.4471,154.3897,84.4242,72.607,96.692
1,2022-06-01,21.5187,17.7587,25.2353,historical,12.2959,9.4876,15.1063,120.8603,75.8103,172.9807,79.3902,68.0174,91.1238
1,2022-07-01,22.2272,18.8191,26.2346,historical,12.4883,9.9048,15.2477,71.2207,23.1219,115.7423,81.9956,70.3374,93.9502
1,2022-08-01,23.913,20.4031,27.8969,historical,13.1543,10.5479,15.6729,114.2272,63.9793,158.1481,81.0853,68.7124,92.7033
1,2022-09-01,28.3515,24.7812,31.9011,historical,15.427,12.8805,18.2288,120.8419,70.7982,169.9836,79.4468,66.7735,92.2291
1,2022-10-01,25.1636,21.5338,28.9873,historical,15.7503,12.832,18.4577,44.3436,0.0,88.9015,86.1104,74.4441,97.5928
1,2022-11-01,23.2116,19.2029,26.9514,historical,12.2984,9.5897,14.9444,105.4108,54.886,154.3473,81.8937,70.057,93.8434
1,2022-12-01,22.0617,18.2667,25.5916,historical,12.2352,9.3345,14.9477,133.7648,83.1007,182.7765,85.593,73.8921,97.4173
1,2023-01-01,25.6651,21.9131,29.3353,forecast,13.4167,10.6569,16.0561,125.8037,78.2994,174.1343,80.2616,68.773,91.7491
1,2023-02-01,26.4558,22.8585,29.97,forecast,14.0896,11.2947,16.7311,35.0696,0.0,80.3276,76.1793,63.889,87.9169
1,2023-03-01,23.0157,19.3955,26.6048,forecast,14.5556,11.9185,17.2651,94.9156,46.6264,140.6972,83.366,72.4205,95.5278
1,2023-04-01,20.9835,17.3425,25.1697,forecast,14.83,11.9511,17.6013,67.2971,15.766,111.8345,89.3392,78.33,101.4739
1,2023-05-01,22.9576,19.1101,26.7894,forecast,15.4487,12.8366,18.1855,137.4222,89.9951,185.0151,82.1229,70.7735,93.51
1,2023-06-01,22.2342,18.467,25.8085,forecast,10.1281,7.5687,12.8208,125.6792,77.07,174.8005,78.9289,67.1351,89.679
1,2023-07-01,21.3205,17.821,25.0947,forecast,11.9985,9.3846,14.7684,55.9605,7.0956,105.6222,83.3101,71.392,95.2369
1,2023-08-01,24.9614,21.209,28.6509,forecast,13.7179,10.912,16.5437,129.0941,83.3175,179.5928,78.9249,67.1453,91.1045
1,2023-09-01,32.2917,28.5103,35.9517,forecast,16.4735,13.8439,19.138,122.7512,75.5504,170.0405,80.7965,69.5079,92.6231
1,2023-10-01,26.2544,22.626,29.9348,forecast,16.0078,13.674,18.63,46.454,0.6859,94.462,81.0941,69.0278,93.4443
1,2023-11-01,22.4387,18.6499,26.0877,forecast,11.469,8.6621,14.1159,127.356,75.9822,176.1884,77.9028,66.6094,89.4541
1,2023-12-01,20.6255,16.8008,24.3004,forecast,11.9209,9.1187,14.6224,155.5991,109.3164,202.6737,93.8737,81.4191,105.6471
1,2024-01-01,26.9133,23.0316,30.5338,forecast,13.5383,10.8408,16.1129,122.5655,72.3081,174.9216,72.2714,60.1697,83.9943
1,2024-02-01,29.9393,26.1294,33.768,forecast,13.7459,10.9824,16.4786,16.0424,0.0,62.7966,78.034,66.1139,90.3191
1,2024-03-01,29.4754,25.6638,33.0455,forecast,13.9486,11.2308,16.6953,60.713,13.5233,108.1176,83.3313,71.6034,95.5805
1,2024-04-01,15.7953,11.9012,19.185,forecast,13.3487,10.5777,15.9375,84.511,39.842,133.9509,90.5919,78.7313,103.1103
1,2024-05-01,27.8406,24.3846,31.789,forecast,11.5768,9.0185,14.4608,75.1255,23.5999,121.2805,85.1735,73.0071,98.1334
1,2024-06-01,23.2869,19.4703,26.8942,forecast,16.4539,13.8616,19.2049,137.1496,86.4132,187.3176,76.5376,64.9669,87.7185
1,2024-07-01,27.3435,23.4769,31.1756,forecast,13.4874,10.5763,16.1128,129.7201,80.6389,182.0641,75.3764,64.262,87.4102
1,2024-08-01,25.2582,21.5808,28.7723,forecast,12.0294,9.2293,14.7811,113.0881,64.3889,157.8724,81.3903,68.7769,93.5902
1,2024-09-01,23.7008,19.7916,27.3029,forecast,13.2341,10.593,16.0333,144.9595,97.8738,191.9464,72.6419,61.0016,85.0391
1,2024-10-01,25.9675,22.2371,29.4388,forecast,15.0426,12.4076,17.6735,69.1872,17.9179,119.894,92.079,79.7571,103.772
1,2024-11-01,27.823,24.0584,31.8688,forecast,13.8106,10.9328,16.5859,90.1736,40.2659,134.5498,86.3861,73.9592,96.8672
1,2024-12-01,28.2634,24.528,32.361,forecast,12.7934,9.924,15.4516,116.5407,65.0953,165.7848,64.9904,53.1108,77.0314
2,2019-01-01,26.5372,23.9561,28.8994,historical,14.5492,12.1444,17.0846,113.8206,71.4964,157.5982,73.5977,61.6271,84.7034
2,2019-02-01,22.3952,20.1401,24.8795,historical,13.9332,11.5139,16.46,80.2913,38.2079,125.2679,80.4624,68.3098,91.4199
2,2019-03-01,31.1136,28.5366,33.5612,historical,23.4206,21.1066,25.8653,93.0285,48.8193,138.4119,78.5807,66.9983,90.1956
2,2019-04-01,26.6861,24.382,29.0243,historical,14.8475,12.5115,17.2608,33.9571,0.0,74.6007,71.0814,60.0294,82.1971
2,2019-05-01,22.1397,19.6213,24.5795,historical,10.6889,8.344,13.0321,128.693,87.2081,171.9953,74.4684,63.5118,86.2905
2,2019-06-01,20.708,18.0967,23.2938,historical,14.3897,12.2949,16.7412,87.6083,42.9229,128.6036,78.716,68.1494,90.0421
2,2019-07-01,26.5211,24.0433,28.9352,historical,16.4639,14.1424,18.6613,61.4713,13.3422,104.2277,72.738,61.5124,84.452
2,2019-08-01,24.1555,21.657,26.7387,historical,14.2727,11.9848,16.5595,1.5178,0.0,45.7257,75.5148,63.588,86.3699
2,2019-09-01,25.3549,22.7624,27.8474,historical,17.1808,14.8277,19.6549,135.2527,88.2682,175.0722,80.155,69.7653,91.8337
2,2019-10-01,21.9473,19.4228,24.4233,historical,13.1394,10.7888,15.5231,64.6062,22.4487,105.0797,68.226,55.9865,79.6099
2,2019-11-01,23.9225,21.2743,26.1871,historical,11.4797,9.1927,13.7396,95.3872,50.1045,139.2122,74.6207,63.2578,86.0777
2,2019-12-01,23.8256,21.3973,26.1769,historical,16.4167,14.0669,18.7519,38.5392,0.0,81.2316,74.4909,63.4351,86.6035
2,2020-01-01,24.095,21.7545,26.5167,historical,12.6148,10.2765,14.994,114.0947,72.7219,156.4589,71.4884,60.0741,82.1543
2,2020-02-01,20.9338,18.5586,23.4735,historical,12.1426,9.9623,14.5341,64.9061,20.9294,105.664,84.8527,73.0844,96.0
2,2020-03-01,23.104,20.6356,25.5067,historical,11.4373,9.0997,13.7973,81.076,38.7343,123.0497,87.6025,75.6151,99.4007
2,2020-04-01,23.5183,20.963,25.9268,historical,18.4197,16.0169,20.7076,95.914,52.7755,142.2571,70.8821,60.1266,82.622
2,2020-05-01,22.9182,20.7058,25.4097,historical,12.3801,10.0469,14.6736,65.9971,21.5567,106.4827,83.3037,71.4974,94.8822
2,2020-06-01,27.1459,24.8992,29.516,historical,16.0285,13.3997,18.3065,5.5922,0.0,48.9484,62.943,51.0242,74.5325
2,2020-07-01,24.135,21.8121,26.466,historical,14.5014,12.113,16.9229,79.998,38.9769,123.145,76.5639,65.2831,87.9773
2,2020-08-01,25.729,23.2328,28.2581,historical,14.4183,11.9109,16.6771,99.052,56.1506,141.4518,81.1266,70.5409,91.7409
2,2020-09-01,22.4035,19.9457,24.8052,historical,12.233,9.9915,14.475,55.6106,12.9999,96.4734,66.1523,54.6662,77.3775
2,2020-10-01,22.1332,19.5216,24.5223,historical,14.7407,12.2665,17.1992,66.7319,18.7929,109.9385,66.9976,55.6166,77.1783
2,2020-11-01,18.9682,16.4985,21.4498,historical,10.7863,8.4942,13.1895,95.4632,52.3582,140.0027,90.9102,79.2788,103.1514
2,2020-12-01,24.5643,21.9556,27.0892,historical,14.9212,12.6116,17.3717,16.8004,0.0,60.3752,66.0475,54.1781,77.2589
2,2021-01-01,30.5371,27.988,32.9365,historical,16.2343,13.7774,18.738,79.3831,36.3658,124.014,74.3621,62.5739,85.9666
2,2021-02-01,24.6689,22.2654,27.161,historical,15.5696,13.2621,17.8859,77.1775,34.4104,121.1188,67.9941,56.468,79.8065
2,2021-03-01,25.4621,23.0705,28.0984,historical,14.7845,12.5482,17.1569,74.1119,30.2935,118.3922,83.4674,72.6304,95.6698
2,2021-04-01,24.3339,21.8695,26.7373,historical,16.6652,14.252,19.0856,63.8203,21.8646,106.3127,69.7406,58.649,80.4626
2,2021-05-01,22.4287,20.0594,24.9121,historical,11.2182,8.8447,13.6432,75.2311,29.6316,119.3757,79.0739,66.9162,90.6281
2,2021-06-01,24.7143,22.3469,27.176,historical,14.8927,12.7084,17.1385,22.2067,0.0,64.3789,66.9554,54.3755,77.7251
2,2021-07-01,24.6179,22.1893,27.0404,historical,14.5949,12.157,16.7471,63.5379,21.1728,108.6564,74.1427,63.4296,85.1104
2,2021-08-01,24.9019,22.5569,27.4267,historical,13.8391,11.4307,16.2161,55.1448,11.8096,98.207,77.9906,66.4518,89.1153
2,2021-09-01,23.087,20.652,25.6143,historical,13.4046,11.1544,15.7339,70.6175,28.163,111.1993,69.5979,58.7115,81.7179
2,2021-10-01,21.7804,19.3255,24.2389,historical,13.7734,11.3586,15.9372,55.0985,9.7087,99.2315,66.3181,54.6706,78.2369
2,2021-11-01,20.3521,18.1247,22.8608,historical,10.5902,8.2692,12.8525,84.2794,42.1131,127.359,84.2642,72.6551,96.0746
2,2021-12-01,24.0917,21.5843,26.5581,historical,15.0421,12.5944,17.2683,12.8327,0.0,58.587,67.5685,57.3472,79.2812
2,2022-01-01,28.1166,25.6891,30.503,historical,14.6638,12.3711,16.9493,80.0782,37.4339,123.663,72.1371,61.0018,83.6818
2,2022-02-01,23.0718,20.6495,25.6692,historical,14.0033,11.6083,16.2374,62.2151,14.9186,105.783,72.4227,61.7187,84.5467
2,2022-03-01,27.8486,25.543,30.3503,historical,18.4073,15.9627,20.9082,67.0093,23.7816,111.7244,79.2499,67.7403,90.1885
2,2022-04-01,25.1059,22.7023,27.2779,historical,15.1012,12.6574,17.539,32.0762,0.0,76.7928,68.5972,56.631,80.2713
2,2022-05-01,21.8845,19.5581,24.4953,historical,10.2807,7.9328,12.4606,85.0532,40.9765,127.8495,74.9188,64.184,86.3575
2,2022-06-01,22.283,19.8221,24.7463,historical,13.9726,11.7632,16.3141,38.4717,0.0,83.4931,71.0054,59.9927,82.5593
2,2022-07-01,25.1288,22.5367,27.4799,historical,14.8754,12.5503,17.2227,46.2735,7.2908,91.8893,71.6579,60.46,83.5787
2,2022-08-01,24.0929,21.6706,26.6963,historical,13.4167,11.137,15.7624,11.5368,0.0,54.779,74.9103,63.5417,87.1625
2,2022-09-01,23.7867,21.3631,26.2614,historical,14.6805,12.2695,17.148,86.086,40.6641,127.3406,73.0578,61.4337,84.5937
2,2022-10-01,21.4341,19.1622,23.9517,historical,12.8657,10.4249,15.084,43.3061,0.0,85.0849,65.5182,54.2047,76.998
2,2022-11-01,21.7197,19.1918,24.1732,historical,10.4478,8.0716,12.6919,73.1691,30.4575,114.0111,77.6232,66.4509,89.0151
2,2022-12-01,23.5607,20.9472,25.9644,historical,15.1673,12.8296,17.2292,8.9972,0.0,51.6397,69.1742,57.416,80.5909
2,2023-01-01,25.6837,23.1869,28.2079,forecast,13.0839,10.6835,15.2222,80.5678,37.5985,125.6976,69.9703,58.279,81.2203
2,2023-02-01,21.5418,19.2675,24.0051,forecast,12.4976,10.0495,14.7349,47.0385,5.546,93.1739,76.835,65.6163,88.5166
2,2023-03-01,30.2601,27.908,32.7949,forecast,22.0118,19.7204,24.4804,59.7758,14.654,101.6562,74.9533,63.0948,86.0889
2,2023-04-01,25.8327,23.4845,28.3716,forecast,13.4684,11.2142,15.6994,0.7044,0.0,47.8231,67.4539,55.6015,78.8692
2,2023-05-01,21.2863,18.8928,23.7074,forecast,9.3386,6.9632,11.5692,95.4402,53.2395,136.8045,70.841,58.9599,82.3955
2,2023-06-01,19.8546,17.4791,22.2415,forecast,13.0691,10.7919,15.4164,54.3555,8.9916,96.642,75.0886,63.8397,86.744
2,2023-07-01,25.6677,23.2596,27.9788,forecast,15.1721,12.7457,17.453,28.2185,0.0,71.7499,69.1105,57.3118,79.9457
2,2023-08-01,23.3021,20.8388,25.8342,forecast,13.0106,10.7375,15.4475,0.0,0.0,13.2381,71.8873,60.806,83.0035
2,2023-09-01,24.5015,22.1015,26.7352,forecast,15.9484,13.5903,18.4369,101.9999,60.2373,140.243,76.5275,65.4983,88.986
2,2023-10-01,21.0939,18.3794,23.4674,forecast,11.9357,9.7597,14.3479,31.3535,0.0,78.7889,64.5985,53.1692,76.7327
2,2023-11-01,23.0691,20.3874,25.5893,forecast,10.3058,7.7919,12.7053,62.1345,18.7023,106.9148,70.9933,59.6745,82.1358
2,2023-12-01,22.9722,20.4608,25.5178,forecast,15.2714,12.814,17.6517,5.2864,0.0,46.7957,70.8634,59.5266,81.9121
2,2024-01-01,23.2416,20.8459,25.7458,forecast,11.4993,9.193,13.8456,80.8419,35.6345,126.2372,67.861,56.6484,79.5832
2,2024-02-01,20.0804,17.707,22.4618,forecast,11.0567,8.7996,13.2856,31.6534,0.0,74.4947,81.2253,69.4798,92.7093
2,2024-03-01,22.2506,19.8777,24.8696,forecast,10.3793,8.0658,12.5736,47.8232,3.2821,90.7029,83.9751,72.7278,95.6307
2,2024-04-01,22.6649,20.3298,25.2944,forecast,17.3913,15.0217,19.6605,62.6612,18.463,108.265,67.2547,56.1753,78.7545
2,2024-05-01,22.0648,19.581,24.4466,forecast,11.3804,9.0507,13.7509,32.7443,0.0,71.3236,79.6763,68.5253,91.1956
2,2024-06-01,26.2925,23.8565,28.7681,forecast,15.0583,12.6345,17.3956,0.0,0.0,13.6587,59.3156,47.3969,70.4314
2,2024-07-01,23.2815,20.8882,25.787,forecast,13.5598,11.2714,15.9438,46.7453,3.2953,88.9647,72.9365,61.4694,84.6239
2,2024-08-01,24.8756,22.4014,27.4464,forecast,13.506,11.2026,15.8365,65.7992,22.8546,106.1639,77.4992,66.7057,89.5376
2,2024-09-01,21.55,19.0767,24.0763,forecast,11.3489,9.0905,13.9022,22.3578,0.0,67.9073,62.5249,51.7143,73.9532
2,2024-10-01,21.2798,18.8809,23.9306,forecast,13.884,11.538,16.2835,33.4791,0.0,76.2576,63.3701,52.3113,75.3719
2,2024-11-01,18.1148,15.6057,20.5189,forecast,9.9577,7.4026,12.1416,62.2105,19.3885,106.2628,87.2828,75.786,98.1464
2,2024-12-01,23.7108,21.2562,26.0065,forecast,14.1193,11.7639,16.5659,0.0,0.0,26.9098,62.4201,51.198,74.11
3,2019-01-01,23.0938,18.9125,26.8956,historical,16.3716,12.511,20.2078,78.8446,41.8157,120.9562,217.6268,177.8242,259.0275
3,2019-02-01,22.838,18.8701,26.9294,historical,13.0818,9.3215,16.9729,42.3545,4.8124,84.261,102.3192,60.859,138.4357
3,2019-03-01,29.947,25.9997,34.1879,historical,17.4025,13.9516,20.9995,118.1308,77.0982,155.7544,99.334,61.9612,141.7996
3,2019-04-01,18.3328,14.1881,22.1963,historical,11.8402,8.5317,15.6537,32.5998,0.0,71.5162,92.476,52.063,128.223
3,2019-05-01,26.9681,23.3509,30.8152,historical,13.1773,9.5501,16.7783,112.2846,72.7673,150.6085,107.9345,68.9837,147.8763
3,2019-06-01,27.5059,23.3795,31.7288,historical,15.8755,12.4806,19.5771,59.2697,20.8303,102.3066,94.827,57.499,137.9131
3,2019-07-01,24.4552,20.5411,28.5359,historical,14.825,10.8805,18.3274,37.1749,0.0,77.6794,81.5445,40.0475,121.0236
3,2019-08-01,27.9892,24.2169,32.016,historical,11.7136,8.0203,15.1767,24.7919,0.0,64.8788,77.5341,35.5997,120.5052
3,2019-09-01,21.2676,17.2858,25.3586,historical,12.1858,8.8387,15.7177,89.2738,46.1778,127.1276,77.4201,33.7499,114.509
3,2019-10-01,19.0902,15.2046,23.3183,historical,10.1174,6.2593,13.9055,71.253,29.9207,110.4871,72.3128,31.4629,112.7268
3,2019-11-01,24.8436,20.9057,28.8139,historical,15.6492,12.0756,19.3591,20.8892,0.0,60.9491,56.6835,17.234,98.5336
3,2019-12-01,20.4713,16.5888,24.1768,historical,9.0627,5.4687,12.9067,68.3131,27.7463,107.0397,70.2298,28.5926,113.395
3,2020-01-01,25.2097,21.3323,29.2721,historical,20.6152,17.1543,24.2931,78.4941,37.1486,117.9569,172.2485,132.5889,213.3198
3,2020-02-01,21.7095,17.3158,25.6442,historical,11.5362,7.6354,15.2961,21.6766,0.0,62.3323,34.5626,0.0,77.0006
3,2020-03-01,25.3879,21.2379,29.3635,historical,14.2384,10.5804,18.0462,16.4648,0.0,57.7337,58.5374,14.3582,101.4818
3,2020-04-01,26.1899,21.9281,30.4032,historical,17.9189,13.9536,21.1537,93.807,53.702,132.8883,55.6946,17.0365,95.3251
3,2020-05-01,24.9242,20.7497,29.1525,historical,12.9893,9.5121,16.6207,85.0824,43.9865,124.2371,59.1077,14.5465,98.8996
3,2020-06-01,24.7245,21.1273,28.5306,historical,16.2088,12.7305,19.9146,53.8957,12.2853,93.2136,51.5452,10.3369,91.6476
3,2020-07-01,25.5126,21.6351,29.2726,historical,10.903,7.1509,14.6763,46.4156,2.6439,86.7046,61.7481,20.4738,103.1491
3,2020-08-01,26.958,23.0665,31.1253,historical,11.9477,8.3484,15.5302,49.4844,6.7961,88.2518,73.7199,29.8525,113.8341
3,2020-09-01,24.9936,20.9129,29.0323,historical,17.6952,14.1138,21.211,100.9581,63.2724,141.125,73.9196,33.4993,113.0434
3,2020-10-01,21.4968,17.7173,25.3694,historical,12.6389,8.9697,16.6349,0.0,0.0,37.4135,74.6293,33.2966,112.7607
3,2020-11-01,20.337,16.2114,24.2773,historical,12.1767,8.6158,15.8359,22.392,0.0,64.9627,64.4844,24.1277,106.5615
3,2020-12-01,24.7007,20.6451,28.905,historical,15.5301,11.6841,19.026,101.0176,61.3682,142.9798,70.927,31.9835,114.9241
3,2021-01-01,20.4372,16.3068,24.3328,historical,10.8005,7.1157,14.4301,71.5468,32.0854,107.4223,118.4218,78.9804,160.2777
3,2021-02-01,26.6623,22.6464,31.1451,historical,19.0092,15.5742,22.5932,76.9356,37.5996,118.0421,69.0664,28.9832,107.0184
3,2021-03-01,27.4573,23.5071,31.6541,historical,16.2791,12.7117,19.8326,47.76,9.0803,88.0819,55.4802,15.9004,97.5632
3,2021-04-01,24.1046,19.8471,28.4663,historical,16.879,13.0366,20.3664,71.0531,29.1438,112.6419,53.6435,13.8456,93.7235
3,2021-05-01,26.0926,22.1508,30.3419,historical,13.999,10.2405,17.9074,91.3772,47.5371,130.2071,63.4502,21.5243,103.7833
3,2021-06-01,26.186,22.104,30.1601,historical,17.0546,13.2656,20.7843,53.1921,12.9112,90.7895,56.6147,16.2797,100.5577
3,2021-07-01,25.7071,21.8935,29.8857,historical,13.2,9.4329,17.0063,40.8064,2.1399,82.2987,61.3961,19.0159,100.7048
3,2021-08-01,27.856,24.0641,31.7419,historical,12.8993,9.3893,16.6157,38.4855,0.7023,74.8675,70.3387,30.2439,110.8533
3,2021-09-01,24.2962,20.3458,28.3383,historical,16.8581,12.9443,20.4406,93.9691,53.3309,131.4454,72.7454,30.5349,113.4144
3,2021-10-01,21.1907,17.0649,25.031,historical,12.7416,9.1341,16.6293,20.5963,0.0,62.4954,73.8216,32.1998,114.7519
3,2021-11-01,22.3662,18.3197,26.2363,historical,14.3113,10.7727,18.1527,19.6998,0.0,59.5063,61.7892,19.7117,100.5872
3,2021-12-01,23.8217,19.6947,27.79,historical,14.3269,10.8244,17.6764,87.5775,50.2424,127.7537,70.4625,30.6151,111.9818
3,2022-01-01,22.5657,18.3546,26.6389,historical,15.0602,11.5289,18.8593,71.2172,32.9756,113.3439,136.5915,96.1169,175.6035
3,2022-02-01,25.5526,21.6876,30.002,historical,17.5345,13.789,21.1899,55.4643,15.1009,94.7133,57.8961,19.9973,96.8727
3,2022-03-01,29.5097,25.5907,33.7263,historical,18.3148,14.5275,22.137,78.9975,37.2639,118.5949,52.6278,9.5922,91.6508
3,2022-04-01,22.0173,17.9596,26.2934,historical,15.8331,12.1891,19.4748,47.9844,8.2251,87.4696,51.837,11.8172,91.978
3,2022-05-01,27.3067,22.9557,31.1568,historical,15.0426,11.3667,18.4568,97.7832,59.6544,138.0184,67.9681,24.7154,110.6774
3,2022-06-01,27.6462,23.816,31.6921,historical,17.9247,14.3944,21.7097,52.3203,10.9585,91.9946,61.6666,18.2706,103.1875
3,2022-07-01,25.8873,21.8016,29.9302,historical,15.4891,11.9012,19.2302,35.0594,0.0,74.7694,60.9224,23.1795,99.6484
3,2022-08-01,28.7324,24.656,33.1458,historical,13.8025,10.1814,17.3192,27.5858,0.0,68.2536,66.9179,27.2827,106.6996
3,2022-09-01,23.5863,19.5388,27.7125,historical,16.0022,12.5257,19.7579,87.4089,44.8276,127.8405,71.6021,28.2484,113.7733
3,2022-10-01,20.9209,16.8256,25.2379,historical,12.882,9.3438,16.9367,41.9281,0.5793,82.1414,73.0443,30.6472,113.1781
3,2022-11-01,24.4015,20.1958,28.3572,historical,16.4503,12.9138,20.3913,16.5349,0.0,57.9015,59.1901,19.8718,103.3444
3,2022-12-01,22.9443,18.5503,26.6546,historical,13.152,9.5617,16.828,74.0064,31.4742,114.8084,70.2409,29.2833,109.938
3,2023-01-01,24.6896,20.1394,28.8943,forecast,19.314,15.8373,22.9457,70.8655,31.4944,108.464,154.5558,113.9294,194.7908
3,2023-02-01,24.4339,20.4518,28.397,forecast,16.0242,12.2107,19.6625,34.3744,0.0,76.5339,46.4136,5.5969,88.1003
3,2023-03-01,31.543,27.4406,35.637,forecast,20.345,16.5862,23.8662,110.1497,73.5799,150.5152,49.9004,8.5595,90.2022
