ds,zone_sk,congestion_forecast,congestion_lower,congestion_upper
2020-01-04,1,2.2106,0.7841,3.6115
2020-01-05,1,2.2463,0.8145,3.5055
2020-01-06,1,2.3121,0.922,3.7931
2020-01-07,1,2.1271,0.7439,3.5288
2020-01-08,1,2.2291,0.8287,3.6201
2020-01-09,1,2.2483,0.9149,3.6138
2020-01-10,1,2.1691,0.8836,3.647
2020-01-11,1,2.3217,1.0263,3.8099
2020-01-12,1,2.3696,0.9113,3.7638
2020-01-13,1,2.444,1.0084,3.8832
2020-01-14,1,2.2635,0.8956,3.757
2020-01-15,1,2.3657,0.9352,3.7507
2020-02-01,1,2.2273,0.7983,3.5713
2020-02-02,1,2.2411,0.7944,3.5845
2020-02-03,1,2.2866,0.8545,3.6315
2020-02-04,1,2.0839,0.662,3.3516
2020-02-05,1,2.1716,0.6879,3.5543
2020-02-06,1,2.1809,0.8132,3.5789
2020-02-07,1,2.0968,0.6803,3.5401
2020-03-01,1,2.5945,1.1131,3.9972
2020-03-02,1,2.5731,1.182,4.0006
2020-03-03,1,2.2908,0.8105,3.6097
2020-03-04,1,2.2872,0.918,3.7465
2020-03-05,1,2.1951,0.7848,3.598
2020-04-01,1,3.195,1.6898,4.6763
2020-04-02,1,3.3199,1.8954,4.7076
2020-04-03,1,3.3332,2.0427,4.7597
2020-04-04,1,3.564,2.0997,5.0057
2020-04-05,1,3.6746,2.1888,5.1554
2020-04-06,1,3.7958,2.441,5.1943
2020-04-07,1,3.6461,2.1762,4.9991
2020-04-08,1,3.7628,2.4168,5.1051
2020-04-09,1,3.7767,2.2405,5.1006
2020-04-10,1,3.6727,2.2637,5.0911
2020-04-11,1,3.7822,2.2508,5.3006
2020-04-12,1,3.77,2.3469,5.1442
2020-04-13,1,4.0357,2.702,5.4897
2020-04-14,1,3.5012,2.059,4.9051
2020-04-15,1,3.505,2.113,4.9193
2020-04-16,1,3.4136,2.0169,4.8637
2020-04-17,1,3.2139,1.843,4.7299
2020-05-01,1,1.6733,0.2861,3.1433
2020-05-02,1,2.0997,0.7352,3.5235
2020-06-01,1,2.123,0.7125,3.4397
2020-06-02,1,2.2805,0.8632,3.548
2020-06-03,1,2.4121,1.0357,3.8714
2020-06-04,1,2.4658,1.0938,3.7814
2020-06-05,1,2.4257,1.1123,3.7296
2020-06-06,1,2.6222,1.2014,4.086
2020-06-07,1,2.7183,1.3342,4.1242
2020-06-08,1,2.8447,1.3663,4.2365
2020-06-09,1,2.7197,1.3223,4.0931
2020-06-10,1,2.8799,1.4592,4.3412
2020-06-11,1,2.9544,1.5835,4.4257
2020-06-12,1,2.9266,1.4734,4.3088
2020-07-01,1,2.5336,1.1646,4.0452
2020-07-02,1,2.4196,1.0181,3.8069
2020-07-03,1,2.2062,0.7192,3.553
2020-07-04,1,2.2262,0.8632,3.6228
2020-07-05,1,2.1457,0.7918,3.538
2020-07-06,1,2.0984,0.7038,3.5207
2020-07-07,1,1.8057,0.3559,3.1627
2020-07-08,1,1.8069,0.577,3.3033
2020-07-09,1,1.7345,0.3715,3.2347
2020-08-01,1,2.7951,1.4283,4.2859
2020-08-02,1,2.8732,1.5803,4.3827
2020-08-03,1,2.9694,1.5835,4.4722
2020-08-04,1,2.8028,1.392,4.2666
2020-08-05,1,2.9115,1.4177,4.2813
2020-09-01,1,2.2801,0.7612,3.5868
2020-09-02,1,2.3758,0.9456,3.879
2020-09-03,1,2.3893,1.0437,3.7538
2020-09-04,1,2.3049,0.8765,3.8058
2020-09-05,1,2.453,1.0671,3.8209
2020-09-06,1,2.4974,1.0554,3.8504
2020-09-07,1,2.5694,1.0839,3.9828
2020-09-08,1,2.3881,0.9451,3.8753
2020-09-09,1,2.4911,1.1813,3.9593
2020-09-10,1,2.5088,0.9933,3.9708
2020-10-01,1,2.4517,0.9167,3.6802
2020-10-02,1,2.335,0.8742,3.8501
2020-10-03,1,2.4498,1.0335,3.8405
2020-10-04,1,2.4607,1.1141,3.9155
2020-10-05,1,2.5,1.133,3.9415
2020-11-01,1,2.1014,0.7002,3.5294
2020-11-02,1,2.9013,1.4354,4.3328
2020-11-03,1,2.6933,1.2442,4.1471
2020-11-04,1,2.7628,1.2182,4.1444
2020-11-05,1,2.7402,1.4018,4.1448
2020-11-06,1,2.6106,1.0729,3.9794
2020-11-07,1,2.7047,1.3209,4.0855
2020-12-01,1,1.4758,0.0555,2.989
2020-12-02,1,1.5858,0.1343,2.9694
2020-12-03,1,1.6174,0.2767,3.0523
2020-12-04,1,1.5548,0.2244,2.9539
2020-12-05,1,1.7278,0.2903,3.1619
2020-12-06,1,1.7993,0.4774,3.3561
2020-12-07,1,1.9005,0.5647,3.3679
2020-12-08,1,1.7495,0.3884,3.2756
2020-12-09,1,1.8835,0.4283,3.2185
2021-01-01,1,1.7702,0.3597,3.2518
2021-01-02,1,2.2032,0.7906,3.6006
2021-01-03,1,2.2351,0.7152,3.5913
2021-01-04,1,2.2971,0.8258,3.714
2021-01-05,1,2.1087,0.6839,3.4762
2021-01-06,1,2.2076,0.7889,3.4814
2021-01-07,1,2.2244,0.7382,3.6585
2021-01-08,1,2.1434,0.7876,3.5497
2021-01-09,1,2.2951,0.9814,3.7608
2021-01-10,1,2.3427,0.9527,3.7656
2021-01-11,1,2.4177,1.0352,3.8718
2021-01-12,1,2.2388,0.8501,3.7052
2021-01-13,1,2.3433,0.9167,3.7473
2021-01-14,1,2.3614,1.0242,3.6884
2021-01-15,1,2.2773,0.8742,3.7663
2021-01-16,1,2.4213,0.951,3.7436
2021-01-17,1,2.457,0.9901,3.8817
2021-01-18,1,2.516,1.1225,4.0035
2021-02-01,1,2.2973,0.9384,3.6877
2021-02-02,1,2.0881,0.6918,3.5111
2021-02-03,1,2.1686,0.7024,3.4984
2021-02-04,1,2.1702,0.7661,3.6384
2021-02-05,1,2.0781,0.6875,3.4918
2021-03-01,1,2.6654,1.2775,3.9827
2021-03-02,1,2.3925,0.8303,3.8153
2021-03-03,1,2.3965,0.919,3.8344
2021-03-04,1,2.3096,0.9549,3.7179
2021-03-05,1,2.1185,0.6166,3.5811
2021-03-06,1,2.1559,0.6383,3.4421
2021-03-07,1,2.0879,0.6455,3.4529
2021-03-08,1,2.0487,0.6761,3.4567
2021-03-09,1,1.7599,0.2677,3.2088
2021-03-10,1,1.7616,0.303,3.2015
2021-03-11,1,1.6868,0.2926,3.0724
2021-04-01,1,3.1621,1.8107,4.4989
2021-04-02,1,3.1898,1.826,4.5993
2021-04-03,1,3.4374,1.9871,4.9313
2021-04-04,1,3.5668,2.1442,4.9747
2021-04-05,1,3.9748,2.3885,5.3963
2021-04-06,1,3.5805,2.1697,4.9295
2021-04-07,1,3.7197,2.2926,5.1722
2021-04-08,1,3.7564,2.3391,5.2659
2021-04-09,1,3.675,2.424,5.116
2021-04-10,1,3.8066,2.3779,5.3014
2021-04-11,1,3.8156,2.3007,5.3087
2021-05-01,1,1.812,0.3065,3.2495
2021-05-02,1,2.1312,0.8032,3.4844
2021-05-03,1,2.1679,0.7756,3.5866
2021-05-04,1,1.9599,0.5924,3.3275
2021-05-05,1,2.0444,0.6422,3.4979
2021-05-06,1,2.0511,0.6608,3.5746
2021-05-07,1,1.9636,0.5636,3.4263
2021-05-08,1,2.4583,0.9747,3.893
2021-05-09,1,2.1579,0.7768,3.5221
2021-05-10,1,2.2331,0.7967,3.7058
2021-05-11,1,2.0555,0.6275,3.4115
2021-05-12,1,2.1622,0.7001,3.5512
2021-05-13,1,2.0245,0.6056,3.4027
2021-05-14,1,2.1015,0.6661,3.4857
2021-05-15,1,2.2486,0.813,3.6429
2021-05-16,1,2.2878,0.9212,3.6687
2021-05-17,1,2.3506,0.9713,3.8214
2021-06-01,1,2.2314,0.8218,3.622
2021-06-02,1,2.3543,0.9597,3.7869
2021-06-03,1,2.3996,1.0195,3.926
2021-06-04,1,2.3519,0.8867,3.7276
2021-06-05,1,2.5415,1.0842,3.8889
2021-06-06,1,2.6318,1.1141,3.9886
2021-06-07,1,2.754,1.2785,4.1624
2021-07-01,1,2.5618,1.1455,4.0122
2021-07-02,1,2.3483,0.953,3.7074
2021-08-01,1,2.8122,1.3309,4.2202
2021-08-02,1,2.9197,1.4133,4.3613
2021-08-03,1,2.7649,1.2966,4.1759
2021-08-04,1,2.8854,1.4799,4.2276
2021-08-05,1,2.9119,1.5292,4.2117
2021-09-01,1,2.3724,0.981,3.8458
2021-09-02,1,2.383,0.9236,3.7345
2021-09-03,1,2.2962,0.8796,3.6478
2021-09-04,1,2.4427,0.9937,3.8462
2021-09-05,1,2.4858,1.1032,3.7857
2021-09-06,1,2.5572,1.1322,3.919
2021-09-07,1,2.3758,0.9153,3.7872
2021-09-08,1,2.4792,1.1044,3.9026
2021-09-09,1,2.4978,1.0461,4.0019
2021-09-10,1,2.4161,1.016,3.8852
2021-10-01,1,2.3846,1.0087,3.8159
2021-10-02,1,2.4997,1.0055,3.9568
2021-10-03,1,2.5103,1.1319,3.988
2021-10-04,1,2.5489,1.1127,3.9005
2021-10-05,1,2.3351,0.9744,3.7318
2021-10-06,1,2.4074,0.9829,3.8079
2021-10-07,1,2.397,1.177,3.9055
2021-10-08,1,2.2891,1.0045,3.6716
2021-10-09,1,2.4148,1.0347,3.7075
2021-11-01,1,2.2076,0.7764,3.5851
2021-11-02,1,2.7565,1.3507,4.2588
2021-11-03,1,2.8356,1.3279,4.286
2021-12-01,1,1.6327,0.0901,3.1116
2021-12-02,1,1.6572,0.234,3.1329
2021-12-03,1,1.5884,0.2593,3.0024
2021-12-04,1,1.7563,0.2357,3.2724
2021-12-05,1,1.8242,0.2784,3.2084
2021-12-06,1,1.9229,0.6275,3.4908
2021-12-07,1,1.7709,0.3659,3.1611
2022-01-01,1,2.004,0.6916,3.5513
2022-01-02,1,2.3321,0.8633,3.778
2022-01-03,1,2.3911,0.955,3.795
2022-01-04,1,2.1998,0.7705,3.6704
2022-01-05,1,2.296,0.9056,3.8089
2022-01-06,1,2.3104,0.8521,3.6661
2022-01-07,1,2.2276,0.7953,3.7786
2022-01-08,1,2.3781,0.9367,3.8475
2022-02-01,1,2.228,0.8238,3.6597
2022-02-02,1,2.3029,0.8736,3.6623
2022-02-03,1,2.2982,0.9012,3.6626
2022-02-04,1,2.1994,0.8093,3.5112
2022-02-05,1,2.3376,0.8297,3.664
2022-02-06,1,2.3773,0.8688,3.7847
2022-02-07,1,2.4506,1.0574,3.8762
2022-02-08,1,2.2767,0.8465,3.6745
2022-02-09,1,2.3934,0.9403,3.8035
2022-02-10,1,2.4311,1.0804,3.9852
2022-02-11,1,2.3738,0.9279,3.8119
2022-02-12,1,2.5516,1.1531,3.9676
2022-02-13,1,2.6275,1.1958,4.0447
2022-02-14,1,2.7322,1.339,4.1754
2022-02-15,1,2.5837,1.157,4.0372
2022-02-16,1,2.7189,1.3388,4.0874
2022-02-17,1,2.7669,1.305,4.2801
2022-03-01,1,2.6324,1.2463,4.0433
2022-03-02,1,2.6471,1.2502,3.9983
2022-03-03,1,2.569,1.2075,4.005
2022-03-04,1,2.3846,0.9204,3.7529
2022-03-05,1,2.4263,0.977,3.7619
2022-03-06,1,2.3601,0.8623,3.8069
2022-03-07,1,2.3199,1.0022,3.73
2022-03-08,1,2.0274,0.7061,3.5525
2022-03-09,1,2.0228,0.569,3.413
2022-03-10,1,1.939,0.5353,3.4497
2022-03-11,1,1.763,0.3186,3.0766
2022-03-12,1,1.8277,0.3949,3.1233
2022-03-13,1,1.7991,0.4661,3.2468
2022-03-14,1,1.8109,0.4123,3.2385
2022-03-15,1,1.5839,0.1326,3.046
2022-03-16,1,1.6573,0.1424,3.0912
2022-03-17,1,1.6628,0.2752,3.1159
2022-03-18,1,1.585,0.1743,2.9924
2022-03-19,1,1.7556,0.2781,3.2092
2022-03-20,1,1.8387,0.5164,3.5049
2022-03-21,1,1.9656,0.4764,3.3222
2022-03-22,1,1.8547,0.3701,3.2305
2022-03-23,1,2.0429,0.6737,3.459
2022-03-24,1,2.1595,0.6756,3.5567
2022-03-25,1,2.1873,0.6798,3.5882
2022-03-26,1,2.4552,1.0547,3.9074
2022-03-27,1,2.625,1.128,4.0321
2022-03-28,1,2.826,1.3693,4.1757
2022-04-01,1,3.1911,1.8009,4.6336
2022-04-02,1,3.4524,2.0522,4.8904
2022-04-03,1,3.598,2.0658,4.9212
2022-04-04,1,3.758,2.3998,5.1506
2022-04-05,1,3.6483,2.1782,5.0
2022-04-06,1,3.8073,2.4348,5.2564
2022-04-07,1,3.8647,2.3694,5.2871
2022-04-08,1,3.8044,2.4033,5.1329
2022-04-09,1,3.957,2.6211,5.4454
2022-04-10,1,3.9866,2.5784,5.4447
2022-04-11,1,4.0254,2.5553,5.51
2022-04-12,1,3.7934,2.3414,5.1803
2022-04-13,1,3.8298,2.4234,5.3494
2022-04-14,1,3.7667,2.3689,5.1943
2022-05-01,1,1.9633,0.4991,3.2834
2022-05-02,1,2.3054,0.9269,3.7479
2022-05-03,1,2.0845,0.8015,3.5627
2022-05-04,1,2.1573,0.7136,3.5401
2022-05-05,1,2.1536,0.7375,3.6499
2022-05-06,1,2.0573,0.658,3.5044
2022-05-07,1,2.1979,0.7074,3.5849
2022-05-08,1,2.585,1.063,3.9389
2022-05-09,1,2.3094,0.8304,3.7329
2022-06-01,1,2.372,0.9427,3.8189
2022-06-02,1,2.4069,1.0472,3.8867
2022-06-03,1,2.349,0.8999,3.786
2022-06-04,1,2.529,1.084,4.0549
2022-06-05,1,2.6105,1.3203,4.1763
2022-06-06,1,2.4077,0.9988,3.72
2022-06-07,1,2.5909,1.1831,3.9976
2022-06-08,1,2.7452,1.3017,4.2553
2022-06-09,1,2.8177,1.3755,4.1809
2022-06-10,1,2.7916,1.2205,4.2018
2022-06-11,1,2.9964,1.5974,4.3793
2022-06-12,1,3.0947,1.6871,4.5843
2022-06-13,1,3.2167,1.7867,4.5126
2022-06-14,1,3.0802,1.6813,4.6315
2022-06-15,1,3.2217,1.7525,4.6428
2022-06-16,1,3.2705,1.8874,4.6695
2022-06-17,1,3.2101,1.8411,4.6411
2022-06-18,1,3.3702,1.8926,4.8663
2022-06-19,1,3.4137,1.9895,4.8034
2022-06-20,1,3.4717,2.0623,4.8296
2022-06-21,1,3.2632,1.8207,4.7529
2022-06-22,1,3.3259,1.9203,4.6813
2022-06-23,1,3.2905,1.8339,4.7378
2022-06-24,1,3.1421,1.8607,4.4845
2022-07-01,1,2.5043,1.0772,3.8251
2022-07-02,1,2.5205,1.0104,3.9679
2022-07-03,1,2.4311,0.9947,3.805
2022-07-04,1,2.3703,0.9972,3.8197
2022-07-05,1,2.0593,0.6762,3.4871
2022-07-06,1,2.0382,0.6608,3.4824
2022-07-07,1,1.9395,0.5165,3.3351
2022-07-08,1,1.7497,0.4148,3.0884
2022-07-09,1,1.8013,0.4963,3.1991
2022-07-10,1,1.7595,0.4293,3.2736
2022-08-01,1,2.8079,1.4048,4.1248
2022-08-02,1,2.6622,1.3325,4.0561
2022-08-03,1,2.7924,1.4145,4.1777
2022-08-04,1,2.8287,1.4568,4.3122
2022-08-05,1,2.7559,1.3425,4.0882
2022-08-06,1,2.9049,1.5722,4.3879
2022-08-07,1,2.94,1.4986,4.4212
2022-08-08,1,2.9934,1.6507,4.5315
2022-08-09,1,2.7852,1.3527,4.2142
2022-08-10,1,2.854,1.5513,4.2021
2022-09-01,1,2.2699,0.8035,3.6428
2022-09-02,1,2.1782,0.863,3.6002
2022-09-03,1,2.3201,0.9153,3.818
2022-09-04,1,2.3593,0.9453,3.7025
2022-09-05,1,2.4274,0.9271,3.8566
2022-09-06,1,2.2432,0.7984,3.6172
2022-09-07,1,2.3444,0.9024,3.7256
2022-09-08,1,2.3613,0.9781,3.7275
2022-09-09,1,2.2784,0.8344,3.6954
2022-10-01,1,2.351,0.9646,3.7768
2022-10-02,1,2.3587,0.9711,3.7505
2022-10-03,1,2.3938,0.8567,3.8052
2022-10-04,1,2.1762,0.6695,3.5431
2022-10-05,1,2.2441,0.906,3.6134
2022-10-06,1,2.2289,0.9024,3.6433
2022-10-07,1,2.1157,0.6564,3.542
2022-10-08,1,2.2358,0.8114,3.5174
2022-10-09,1,2.2535,0.8319,3.6654
2022-10-10,1,2.3011,0.9312,3.7629
2022-10-11,1,2.0983,0.5915,3.4927
2022-10-12,1,2.1833,0.773,3.5895
2022-11-01,1,1.7603,0.3451,3.155
2022-11-02,1,2.5928,1.1208,3.9374
2022-11-03,1,2.5866,1.2534,3.932
2022-11-04,1,2.4736,1.0883,3.8664
2022-11-05,1,2.5843,1.2024,4.0488
2022-11-06,1,2.5829,1.2429,3.9542
2022-11-07,1,2.6012,1.2142,4.0097
2022-11-08,1,2.359,0.9935,3.7644
2022-11-09,1,2.3944,0.9135,3.8441
2022-12-01,1,1.307,0.0,2.627
2022-12-02,1,1.2274,0.0,2.6844
2022-12-03,1,1.3857,0.101,2.7884
2022-12-04,1,1.445,0.0,2.842
2022-12-05,1,1.5364,0.2056,2.9745
2022-12-06,1,1.3783,0.0,2.9025
2022-12-07,1,1.5077,0.2489,3.0211
2022-12-08,1,1.5545,0.1495,2.9082
2022-12-09,1,1.5023,0.0,2.9657
2022-12-10,1,1.681,0.2056,3.0626
2022-12-11,1,1.7537,0.3059,3.0884
2022-12-12,1,1.8514,0.5068,3.397
2022-12-13,1,1.6928,0.2143,3.1355
2022-12-14,1,1.8151,0.4182,3.3025
2022-12-15,1,1.8487,0.4506,3.2611
2022-12-16,1,1.778,0.4915,3.1869
2022-12-17,1,1.9335,0.5326,3.4041
2022-12-18,1,1.9792,0.6775,3.3129
2022-12-19,1,2.047,0.587,3.5075
2022-12-20,1,1.8567,0.5285,3.3021
2022-12-21,1,1.9464,0.631,3.3247
2022-12-22,1,1.9474,0.5417,3.4439
2022-12-23,1,1.8452,0.4248,3.2474
2022-12-24,1,1.9712,0.5941,3.4874
2022-12-25,1,1.9901,0.5825,3.3882
2022-12-26,1,2.0347,0.6576,3.346
2022-12-27,1,1.825,0.2884,3.2152
2022-12-28,1,1.8999,0.4854,3.3271
2022-12-29,1,1.8908,0.4961,3.3765
2022-12-30,1,1.7833,0.2987,3.2372
2022-12-31,1,1.9088,0.4132,3.3291
2023-01-01,1,1.6324,0.0933,3.0592
2023-01-02,1,1.9845,0.6612,3.4803
2023-01-03,1,1.7868,0.3443,3.0854
2023-01-04,1,1.8767,0.5682,3.2527
2023-01-05,1,1.885,0.3777,3.3308
2023-01-06,1,1.7965,0.3726,3.3016
2023-01-07,1,1.9417,0.4381,3.4732
2023-01-08,1,1.9843,0.5572,3.3346
2023-01-09,1,2.0558,0.6682,3.4383
2023-01-10,1,1.8751,0.3876,3.2571
2023-01-11,1,1.9794,0.536,3.4627
2023-01-12,1,1.9991,0.6018,3.4409
2023-01-13,1,1.9182,0.5367,3.2263
2023-01-14,1,2.0669,0.5993,3.5083
2023-01-15,1,2.1086,0.7767,3.5622
2023-01-16,1,2.1747,0.8644,3.6149
2019-01-01,2,2.5034,1.3258,3.5959
2019-01-02,2,2.2543,1.0622,3.2966
2019-01-03,2,2.1095,1.0264,3.2796
2019-01-04,2,1.9922,0.7988,3.0905
2019-01-05,2,1.7956,0.656,3.0023
2019-01-06,2,1.9285,0.7715,2.932
2019-01-07,2,1.7963,0.6546,2.915
2019-01-08,2,1.9214,0.8871,3.1053
2019-02-01,2,1.5138,0.3747,2.6405
2019-02-02,2,1.4287,0.3352,2.5345
2019-02-03,2,1.6773,0.5797,2.7889
2019-02-04,2,1.6632,0.5189,2.8409
2019-02-05,2,1.9068,0.6804,3.0117
2019-02-06,2,1.9248,0.7416,3.0496
2019-02-07,2,1.8738,0.779,3.0453
2019-02-08,2,1.8541,0.6885,3.0003
2019-02-09,2,1.7574,0.6697,2.8634
2019-02-10,2,1.9912,0.8956,3.1016
2019-02-11,2,1.9595,0.842,3.0857
2019-02-12,2,2.1834,1.0249,3.3848
2019-02-13,2,2.18,0.9563,3.2866
2019-03-01,2,2.1188,0.9409,3.2462
2019-03-02,2,1.9812,0.7911,3.0645
2019-03-03,2,2.178,1.1194,3.4408
2019-03-04,2,2.1135,0.941,3.2336
2019-03-05,2,2.3091,1.0978,3.4499
2019-04-01,2,2.6141,1.547,3.7471
2019-04-02,2,2.8206,1.6749,3.9811
2019-04-03,2,2.7999,1.657,4.0196
2019-04-04,2,2.7086,1.5996,3.7781
2019-04-05,2,2.6474,1.4971,3.8404
2019-04-06,2,2.5081,1.4237,3.6912
2019-04-07,2,2.6981,1.56,3.8315
2019-04-08,2,2.6217,1.5034,3.7411
2019-04-09,2,2.8001,1.6464,3.9338
2019-04-10,2,2.7505,1.6277,3.9295
2019-04-11,2,2.6301,1.5314,3.7812
2019-04-12,2,2.54,1.4619,3.6434
2019-04-13,2,2.3725,1.2603,3.5351
2019-04-14,2,2.5356,1.4894,3.7245
2019-04-15,2,2.4341,1.2905,3.5345
2019-04-16,2,2.5895,1.4752,3.6992
2019-05-01,2,3.3986,2.2408,4.441
2019-05-02,2,2.0501,0.9074,3.1805
2019-05-03,2,1.9982,0.8479,3.1047
2019-05-04,2,1.8773,0.7447,3.0816
2019-05-05,2,2.0947,0.9831,3.3083
2019-05-06,2,2.0543,0.9204,3.1752
2019-05-07,2,2.2767,1.0735,3.4829
2019-05-08,2,2.827,1.6461,4.0341
2019-05-09,2,2.2161,1.0641,3.3564
2019-05-10,2,2.1896,1.163,3.3709
2019-05-11,2,2.0904,1.018,3.1897
2019-05-12,2,2.3254,1.1593,3.4145
2019-05-13,2,2.298,1.1725,3.4423
2019-05-14,2,2.5288,1.4588,3.6756
2019-07-01,2,2.5556,1.3214,3.6676
2019-07-02,2,2.7724,1.5416,3.8846
2019-07-03,2,2.7619,1.618,3.9193
2019-08-01,2,2.1875,1.1815,3.4312
2019-08-02,2,2.1454,1.0012,3.2623
2019-08-03,2,2.0365,0.8812,3.2269
2019-08-04,2,2.2683,1.2015,3.3355
2019-08-05,2,2.245,1.1869,3.3587
2019-08-06,2,2.4873,1.3377,3.673
2019-08-07,2,2.5119,1.4401,3.5882
2019-08-08,2,2.4754,1.4412,3.6514
2019-08-09,2,2.4779,1.3276,3.5727
2019-08-10,2,2.4104,1.2924,3.6216
2019-09-01,2,3.0649,1.9164,4.256
2019-09-02,2,2.9097,1.7833,4.0153
2019-10-01,2,2.2175,1.1636,3.358
2019-10-02,2,2.285,1.1562,3.4334
2019-10-03,2,2.286,1.171,3.3708
2019-10-04,2,2.3196,1.1909,3.4874
2019-10-05,2,2.2764,1.1515,3.361
2019-10-06,2,2.5629,1.4304,3.7119
2019-10-07,2,2.582,1.4439,3.668
2019-10-08,2,2.854,1.704,3.9953
2019-10-09,2,2.8951,1.7996,4.0046
2019-10-10,2,2.8618,1.6717,3.972
2019-10-11,2,2.8543,1.7545,4.045
2019-10-12,2,2.7644,1.6136,3.8321
