ds,zone_sk,congestion_forecast,congestion_lower,congestion_upper
2019-07-12,1,1.4162,0.0485,2.8124
2019-08-01,1,2.6428,1.1753,4.0119
2019-09-01,1,2.3814,0.8907,3.8192
2019-09-02,1,2.4452,0.9693,3.8292
2019-09-03,1,2.2582,0.7805,3.5831
2019-09-04,1,2.358,0.8393,3.6886
2019-09-05,1,2.375,0.8445,3.6633
2019-09-06,1,2.2936,0.8378,3.7947
2019-09-07,1,2.4442,1.025,3.927
2019-09-08,1,2.4904,1.0691,3.9113
2019-09-09,1,2.5638,1.1507,3.9794
2019-09-10,1,2.3833,0.9147,3.817
2019-10-01,1,2.378,1.0263,3.7768
2019-10-02,1,2.4455,0.9977,3.9266
2019-10-03,1,2.4287,1.1577,3.8336
2019-10-04,1,2.3127,0.9464,3.6931
2019-11-01,1,1.9393,0.5618,3.3301
2019-11-02,1,2.8219,1.349,4.1046
2019-11-03,1,2.8455,1.4165,4.2779
2019-11-04,1,2.8893,1.5197,4.3358
2019-11-05,1,2.6724,1.4113,4.1409
2019-11-06,1,2.7326,1.4424,4.162
2019-11-07,1,2.701,1.3293,4.2018
2019-12-01,1,1.6077,0.211,3.148
2019-12-02,1,1.6814,0.2339,3.1483
2019-12-03,1,1.5085,0.1365,3.0169
2019-12-04,1,1.6263,0.2677,3.0449
2019-12-05,1,1.6647,0.184,3.0509
2019-12-06,1,1.6075,0.2692,3.054
2019-12-07,1,1.7847,0.4569,3.2413
2019-12-08,1,1.8592,0.4294,3.3858
2019-12-09,1,1.9619,0.5276,3.3893
2019-12-10,1,1.8112,0.4055,3.2747
2019-12-11,1,1.9441,0.5482,3.3717
2019-12-12,1,1.9906,0.5939,3.5411
2019-12-13,1,1.9346,0.4863,3.2515
2020-01-01,1,1.8702,0.5055,3.3459
2020-01-02,1,2.1697,0.7946,3.5864
2020-01-03,1,2.0731,0.6533,3.3838
2020-01-04,1,2.2106,0.7378,3.5751
2020-01-05,1,2.2463,0.793,3.6478
2020-01-06,1,2.3121,0.9069,3.8699
2020-01-07,1,2.1271,0.633,3.476
2020-01-08,1,2.2291,0.9203,3.5873
2020-01-09,1,2.2483,0.7555,3.7082
2020-01-10,1,2.1691,0.6603,3.5833
2020-01-11,1,2.3217,0.958,3.7075
2020-01-12,1,2.3696,0.9148,3.8112
2020-01-13,1,2.444,1.0074,3.8389
2020-01-14,1,2.2635,0.9546,3.8007
2020-01-15,1,2.3657,0.8796,3.741
2020-02-01,1,2.2273,0.8372,3.5776
2020-02-02,1,2.2411,0.7622,3.5381
2020-02-03,1,2.2866,0.9762,3.7476
2020-02-04,1,2.0839,0.6785,3.4805
2020-02-05,1,2.1716,0.7294,3.5902
2020-02-06,1,2.1809,0.78,3.6295
2020-02-07,1,2.0968,0.7812,3.5101
2020-03-01,1,2.5945,1.1718,4.0272
2020-03-02,1,2.5731,1.1517,4.0211
2020-03-03,1,2.2908,0.8318,3.7385
2020-03-04,1,2.2872,0.8429,3.7462
2020-03-05,1,2.1951,0.6964,3.5804
2020-04-01,1,3.195,1.8201,4.5076
2020-04-02,1,3.3199,1.8666,4.6613
2020-04-03,1,3.3332,1.9827,4.7867
2020-04-04,1,3.564,2.0749,4.9267
2020-04-05,1,3.6746,2.2607,4.9993
2020-04-06,1,3.7958,2.5293,5.1259
2020-04-07,1,3.6461,2.3061,5.0875
2020-04-08,1,3.7628,2.352,5.193
2020-04-09,1,3.7767,2.4168,5.2966
2020-04-10,1,3.6727,2.3153,5.0139
2020-04-11,1,3.7822,2.31,5.194
2020-04-12,1,3.77,2.2709,5.2685
2020-04-13,1,4.0357,2.5459,5.4901
2020-04-14,1,3.5012,2.013,4.9075
2020-04-15,1,3.505,2.0757,4.9081
2020-04-16,1,3.4136,2.0212,4.7884
2020-04-17,1,3.2139,1.7471,4.6393
2020-05-01,1,1.6733,0.2807,3.1052
2020-05-02,1,2.0997,0.6891,3.4845
2020-06-01,1,2.123,0.7535,3.5087
2020-06-02,1,2.2805,0.7876,3.7207
2020-06-03,1,2.4121,1.1036,3.8365
2020-06-04,1,2.4658,1.0338,3.8373
2020-06-05,1,2.4257,1.0404,3.8535
2020-06-06,1,2.6222,1.2304,3.9835
2020-06-07,1,2.7183,1.2329,4.2044
2020-06-08,1,2.8447,1.3081,4.2705
2020-06-09,1,2.7197,1.2899,4.0949
2020-06-10,1,2.8799,1.5195,4.4107
2020-06-11,1,2.9544,1.4827,4.3331
2020-06-12,1,2.9266,1.6121,4.3459
2020-07-01,1,2.5336,1.217,3.988
2020-07-02,1,2.4196,1.0302,3.8187
2020-07-03,1,2.2062,0.8184,3.6425
2020-07-04,1,2.2262,0.7764,3.7094
2020-07-05,1,2.1457,0.6,3.5031
2020-07-06,1,2.0984,0.7631,3.4354
2020-07-07,1,1.8057,0.4094,3.1992
2020-07-08,1,1.8069,0.4604,3.2188
2020-07-09,1,1.7345,0.414,3.043
2020-08-01,1,2.7951,1.347,4.3242
2020-08-02,1,2.8732,1.4525,4.3477
2020-08-03,1,2.9694,1.5253,4.3636
2020-08-04,1,2.8028,1.3677,4.2196
2020-08-05,1,2.9115,1.4963,4.2432
2020-09-01,1,2.2801,0.8898,3.6431
2020-09-02,1,2.3758,0.967,3.7936
2020-09-03,1,2.3893,1.0071,3.7589
2020-09-04,1,2.3049,0.8366,3.7296
2020-09-05,1,2.453,1.012,3.7617
2020-09-06,1,2.4974,1.0179,3.9098
2020-09-07,1,2.5694,1.134,3.9661
2020-09-08,1,2.3881,0.916,3.693
2020-09-09,1,2.4911,0.9912,3.9682
2020-09-10,1,2.5088,1.1318,3.9987
2020-10-01,1,2.4517,0.8957,3.775
2020-10-02,1,2.335,0.9339,3.8016
2020-10-03,1,2.4498,1.1134,3.8442
2020-10-04,1,2.4607,1.0392,3.8978
2020-10-05,1,2.5,1.1563,3.9499
2020-11-01,1,2.1014,0.6925,3.4289
2020-11-02,1,2.9013,1.5588,4.4227
2020-11-03,1,2.6933,1.1847,4.1196
2020-11-04,1,2.7628,1.353,4.1383
2020-11-05,1,2.7402,1.3663,4.2077
2020-11-06,1,2.6106,1.1357,3.9938
2020-11-07,1,2.7047,1.3896,4.2246
2020-12-01,1,1.4758,0.0,2.8903
2020-12-02,1,1.5858,0.014,3.0233
2020-12-03,1,1.6174,0.2376,2.9653
2020-12-04,1,1.5548,0.0859,2.9366
2020-12-05,1,1.7278,0.3451,3.2427
2020-12-06,1,1.7993,0.4093,3.194
2020-12-07,1,1.9005,0.4696,3.3684
2020-12-08,1,1.7495,0.2884,3.172
2020-12-09,1,1.8835,0.5612,3.3334
2021-01-01,1,1.7702,0.401,3.183
2021-01-02,1,2.2032,0.8503,3.6881
2021-01-03,1,2.2351,0.8382,3.5847
2021-01-04,1,2.2971,0.9047,3.6526
2021-01-05,1,2.1087,0.6933,3.489
2021-01-06,1,2.2076,0.8444,3.5614
2021-01-07,1,2.2244,0.7758,3.6257
2021-01-08,1,2.1434,0.761,3.5483
2021-01-09,1,2.2951,0.9746,3.6148
2021-01-10,1,2.3427,0.8969,3.7241
2021-01-11,1,2.4177,0.989,3.8679
2021-01-12,1,2.2388,0.7753,3.705
2021-01-13,1,2.3433,0.9269,3.7271
2021-01-14,1,2.3614,1.0223,3.7901
2021-01-15,1,2.2773,0.8833,3.706
2021-01-16,1,2.4213,0.9091,3.789
2021-01-17,1,2.457,1.0404,3.9666
2021-01-18,1,2.516,1.1391,4.0011
2021-02-01,1,2.2973,0.8311,3.6513
2021-02-02,1,2.0881,0.6134,3.5147
2021-02-03,1,2.1686,0.8569,3.6003
2021-02-04,1,2.1702,0.7312,3.739
2021-02-05,1,2.0781,0.6997,3.5719
2021-03-01,1,2.6654,1.1968,4.1183
2021-03-02,1,2.3925,1.0623,3.8358
2021-03-03,1,2.3965,0.9638,3.791
2021-03-04,1,2.3096,0.884,3.6678
2021-03-05,1,2.1185,0.7417,3.5157
2021-03-06,1,2.1559,0.7123,3.5642
2021-03-07,1,2.0879,0.5716,3.5389
2021-03-08,1,2.0487,0.6456,3.4745
2021-03-09,1,1.7599,0.3385,3.256
2021-03-10,1,1.7616,0.3919,3.2315
2021-03-11,1,1.6868,0.2853,3.1243
2021-04-01,1,3.1621,1.8691,4.7876
2021-04-02,1,3.1898,1.814,4.6058
2021-04-03,1,3.4374,2.0383,4.8727
2021-04-04,1,3.5668,2.0979,5.0013
2021-04-05,1,3.9748,2.5071,5.3883
2021-04-06,1,3.5805,2.1813,5.0345
2021-04-07,1,3.7197,2.3134,5.1147
2021-04-08,1,3.7564,2.3813,5.2415
2021-04-09,1,3.675,2.2284,4.8934
2021-04-10,1,3.8066,2.2472,5.1135
2021-04-11,1,3.8156,2.4621,5.1208
2021-05-01,1,1.812,0.4813,3.1908
2021-05-02,1,2.1312,0.6457,3.4523
2021-05-03,1,2.1679,0.7934,3.5518
2021-05-04,1,1.9599,0.552,3.4055
2021-05-05,1,2.0444,0.6167,3.3215
2021-05-06,1,2.0511,0.6494,3.4504
2021-05-07,1,1.9636,0.5113,3.3188
2021-05-08,1,2.4583,0.9694,3.9064
2021-05-09,1,2.1579,0.723,3.5451
2021-05-10,1,2.2331,0.8017,3.5891
2021-05-11,1,2.0555,0.5138,3.4695
2021-05-12,1,2.1622,0.7708,3.494
2021-05-13,1,2.0245,0.5892,3.4165
2021-05-14,1,2.1015,0.6801,3.5909
2021-05-15,1,2.2486,0.8489,3.7051
2021-05-16,1,2.2878,0.8451,3.6544
2021-05-17,1,2.3506,0.7771,3.7878
2021-06-01,1,2.2314,0.817,3.6463
2021-06-02,1,2.3543,0.834,3.7566
2021-06-03,1,2.3996,1.0049,3.8052
2021-06-04,1,2.3519,0.8889,3.8157
2021-06-05,1,2.5415,1.197,3.9802
2021-06-06,1,2.6318,1.2809,4.038
2021-06-07,1,2.754,1.3753,4.1775
2021-07-01,1,2.5618,1.1568,3.8856
2021-07-02,1,2.3483,0.8987,3.7041
2021-08-01,1,2.8122,1.3727,4.2072
2021-08-02,1,2.9197,1.4711,4.391
2021-08-03,1,2.7649,1.3698,4.0987
2021-08-04,1,2.8854,1.5243,4.3273
2021-08-05,1,2.9119,1.4002,4.3156
2021-09-01,1,2.3724,1.0124,3.8751
2021-09-02,1,2.383,0.9601,3.7248
2021-09-03,1,2.2962,0.8577,3.6363
2021-09-04,1,2.4427,1.0304,3.7802
2021-09-05,1,2.4858,1.1438,3.826
2021-09-06,1,2.5572,1.1442,3.9345
2021-09-07,1,2.3758,0.8798,3.8922
2021-09-08,1,2.4792,1.0477,3.9644
2021-09-09,1,2.4978,0.991,3.8375
2021-09-10,1,2.4161,0.9805,3.7657
2021-10-01,1,2.3846,1.0224,3.8272
2021-10-02,1,2.4997,1.2556,3.9352
2021-10-03,1,2.5103,0.9345,3.9299
2021-10-04,1,2.5489,1.1454,4.041
2021-10-05,1,2.3351,0.8368,3.7647
2021-10-06,1,2.4074,0.9777,3.7744
2021-10-07,1,2.397,1.0434,3.8739
2021-10-08,1,2.2891,0.9234,3.7105
2021-10-09,1,2.4148,0.9137,3.8853
2021-11-01,1,2.2076,0.831,3.5801
2021-11-02,1,2.7565,1.3068,4.0936
2021-11-03,1,2.8356,1.5287,4.2371
2021-12-01,1,1.6327,0.1684,3.1538
2021-12-02,1,1.6572,0.2264,3.0994
2021-12-03,1,1.5884,0.1844,3.0298
2021-12-04,1,1.7563,0.3783,3.0953
2021-12-05,1,1.8242,0.2844,3.2205
2021-12-06,1,1.9229,0.5081,3.3539
2021-12-07,1,1.7709,0.3129,3.2089
2022-01-01,1,2.004,0.6124,3.4635
2022-01-02,1,2.3321,0.9445,3.7976
2022-01-03,1,2.3911,0.9343,3.8242
2022-01-04,1,2.1998,0.8585,3.6301
2022-01-05,1,2.296,0.8805,3.784
2022-01-06,1,2.3104,0.8434,3.7266
2022-01-07,1,2.2276,0.8427,3.713
2022-01-08,1,2.3781,0.8841,3.7141
2022-02-01,1,2.228,0.8454,3.6139
2022-02-02,1,2.3029,0.9485,3.7361
2022-02-03,1,2.2982,0.8815,3.6712
2022-02-04,1,2.1994,0.746,3.5877
2022-02-05,1,2.3376,0.8776,3.7493
2022-02-06,1,2.3773,0.9168,3.7482
2022-02-07,1,2.4506,0.9922,3.7968
2022-02-08,1,2.2767,0.9286,3.7372
2022-02-09,1,2.3934,1.0109,3.7306
2022-02-10,1,2.4311,1.1697,4.0108
2022-02-11,1,2.3738,1.0478,3.8045
2022-02-12,1,2.5516,1.1353,4.0552
2022-02-13,1,2.6275,1.1437,4.1052
2022-02-14,1,2.7322,1.2775,4.0505
2022-02-15,1,2.5837,1.1784,4.0029
2022-02-16,1,2.7189,1.2949,4.1064
2022-02-17,1,2.7669,1.2894,4.2273
2022-03-01,1,2.6324,1.1864,4.0381
2022-03-02,1,2.6471,1.3203,4.1362
2022-03-03,1,2.569,1.1176,4.0024
2022-03-04,1,2.3846,0.9968,3.8181
2022-03-05,1,2.4263,0.927,3.7333
2022-03-06,1,2.3601,1.0743,3.8769
2022-03-07,1,2.3199,0.9457,3.6666
2022-03-08,1,2.0274,0.6316,3.4643
2022-03-09,1,2.0228,0.6553,3.3248
2022-03-10,1,1.939,0.4997,3.351
2022-03-11,1,1.763,0.3922,3.1904
2022-03-12,1,1.8277,0.3453,3.3148
2022-03-13,1,1.7991,0.3935,3.2699
2022-03-14,1,1.8109,0.3676,3.2
2022-03-15,1,1.5839,0.2515,2.9889
2022-03-16,1,1.6573,0.3872,3.0659
2022-03-17,1,1.6628,0.2857,3.1194
2022-03-18,1,1.585,0.14,2.9529
2022-03-19,1,1.7556,0.3076,3.2218
2022-03-20,1,1.8387,0.449,3.2366
2022-03-21,1,1.9656,0.4148,3.3474
2022-03-22,1,1.8547,0.4068,3.3968
2022-03-23,1,2.0429,0.674,3.4079
2022-03-24,1,2.1595,0.6758,3.565
2022-03-25,1,2.1873,0.8429,3.5911
2022-03-26,1,2.4552,1.0527,3.8082
2022-03-27,1,2.625,1.0886,4.0513
2022-03-28,1,2.826,1.5373,4.335
2022-04-01,1,3.1911,1.8003,4.5562
2022-04-02,1,3.4524,1.9704,4.9046
2022-04-03,1,3.598,2.1914,4.9924
2022-04-04,1,3.758,2.2216,5.1793
2022-04-05,1,3.6483,2.2764,5.0537
2022-04-06,1,3.8073,2.4016,5.1124
2022-04-07,1,3.8647,2.4003,5.1944
2022-04-08,1,3.8044,2.5348,5.2195
2022-04-09,1,3.957,2.6334,5.3647
2022-04-10,1,3.9866,2.5184,5.4423
2022-04-11,1,4.0254,2.563,5.3513
2022-04-12,1,3.7934,2.4485,5.2445
2022-04-13,1,3.8298,2.4893,5.1803
2022-04-14,1,3.7667,2.3339,5.1508
2022-05-01,1,1.9633,0.5159,3.4025
2022-05-02,1,2.3054,0.943,3.6251
2022-05-03,1,2.0845,0.7111,3.5226
2022-05-04,1,2.1573,0.7112,3.5161
2022-05-05,1,2.1536,0.6926,3.5498
2022-05-06,1,2.0573,0.5953,3.4694
2022-05-07,1,2.1979,0.8698,3.629
2022-05-08,1,2.585,1.1813,3.9743
2022-05-09,1,2.3094,0.9473,3.8028
2022-06-01,1,2.372,0.9614,3.7183
2022-06-02,1,2.4069,1.0923,3.8384
2022-06-03,1,2.349,0.9774,3.692
2022-06-04,1,2.529,1.0048,4.0714
2022-06-05,1,2.6105,1.1438,4.0029
2022-06-06,1,2.4077,0.9788,3.7728
2022-06-07,1,2.5909,1.2213,4.01
2022-06-08,1,2.7452,1.3448,4.1265
2022-06-09,1,2.8177,1.3489,4.3334
2022-06-10,1,2.7916,1.28,4.201
2022-06-11,1,2.9964,1.5211,4.3683
2022-06-12,1,3.0947,1.7547,4.5485
2022-06-13,1,3.2167,1.7817,4.6118
2022-06-14,1,3.0802,1.778,4.4223
2022-06-15,1,3.2217,1.8615,4.6617
2022-06-16,1,3.2705,1.7264,4.695
2022-06-17,1,3.2101,1.6831,4.6403
2022-06-18,1,3.3702,1.973,4.7176
2022-06-19,1,3.4137,1.9727,4.7868
2022-06-20,1,3.4717,2.1205,5.0229
2022-06-21,1,3.2632,1.8756,4.6384
2022-06-22,1,3.3259,1.89,4.7641
2022-06-23,1,3.2905,1.857,4.747
2022-06-24,1,3.1421,1.7762,4.5472
2022-07-01,1,2.5043,1.145,3.922
2022-07-02,1,2.5205,1.1249,3.9759
2022-07-03,1,2.4311,1.0242,3.8825
2022-07-04,1,2.3703,0.9776,3.8194
2022-07-05,1,2.0593,0.6234,3.5316
2022-07-06,1,2.0382,0.6845,3.5211
2022-07-07,1,1.9395,0.4558,3.38
2022-07-08,1,1.7497,0.2289,3.2221
2022-07-09,1,1.8013,0.4735,3.2086
2022-07-10,1,1.7595,0.3899,3.1359
2022-08-01,1,2.8079,1.2941,4.1363
2022-08-02,1,2.6622,1.1171,4.051
2022-08-03,1,2.7924,1.3685,4.2429
2022-08-04,1,2.8287,1.4527,4.153
2022-08-05,1,2.7559,1.3642,4.2671
2022-08-06,1,2.9049,1.4574,4.2859
2022-08-07,1,2.94,1.4841,4.3386
2022-08-08,1,2.9934,1.5439,4.3893
2022-08-09,1,2.7852,1.4634,4.2035
2022-08-10,1,2.854,1.4096,4.1946
2022-09-01,1,2.2699,0.7664,3.6542
2022-09-02,1,2.1782,0.7849,3.4993
2022-09-03,1,2.3201,0.8291,3.7654
2022-09-04,1,2.3593,0.9718,3.778
2022-09-05,1,2.4274,1.0696,3.765
2022-09-06,1,2.2432,0.9343,3.5674
2022-09-07,1,2.3444,0.8678,3.7411
2022-09-08,1,2.3613,0.9312,3.8079
2022-09-09,1,2.2784,0.8295,3.6877
2022-10-01,1,2.351,0.9713,3.8341
2022-10-02,1,2.3587,0.8095,3.7033
2022-10-03,1,2.3938,0.9047,3.7541
2022-10-04,1,2.1762,0.9063,3.4725
2022-10-05,1,2.2441,0.8184,3.6589
2022-10-06,1,2.2289,0.7711,3.5798
2022-10-07,1,2.1157,0.7449,3.5515
2022-10-08,1,2.2358,0.8169,3.6157
2022-10-09,1,2.2535,0.9434,3.7296
2022-10-10,1,2.3011,0.9094,3.653
2022-10-11,1,2.0983,0.6018,3.4616
2022-10-12,1,2.1833,0.7924,3.5461
2022-11-01,1,1.7603,0.3724,3.1874
2022-11-02,1,2.5928,1.1625,3.928
2022-11-03,1,2.5866,1.1801,4.0371
2022-11-04,1,2.4736,1.0425,3.8493
2022-11-05,1,2.5843,1.1282,3.9445
2022-11-06,1,2.5829,1.1981,3.9282
2022-11-07,1,2.6012,1.2672,4.0376
2022-11-08,1,2.359,0.9558,3.7961
2022-11-09,1,2.3944,0.9873,3.7567
2022-12-01,1,1.307,0.0,2.7366
2022-12-02,1,1.2274,0.0,2.778
2022-12-03,1,1.3857,0.003,2.8036
2022-12-04,1,1.445,0.0,2.8754
2022-12-05,1,1.5364,0.0895,2.8543
2022-12-06,1,1.3783,0.069,2.8389
2022-12-07,1,1.5077,0.0888,2.9261
2022-12-08,1,1.5545,0.15,3.0053
2022-12-09,1,1.5023,0.0991,2.9125
2022-12-10,1,1.681,0.2284,3.1584
2022-12-11,1,1.7537,0.367,3.1417
2022-12-12,1,1.8514,0.4521,3.3092
2022-12-13,1,1.6928,0.3563,3.1568
2022-12-14,1,1.8151,0.3631,3.2963
2022-12-15,1,1.8487,0.4909,3.2625
2022-12-16,1,1.778,0.351,3.1223
2022-12-17,1,1.9335,0.5563,3.4435
2022-12-18,1,1.9792,0.4997,3.4863
2022-12-19,1,2.047,0.625,3.5496
2022-12-20,1,1.8567,0.5157,3.3651
2022-12-21,1,1.9464,0.5439,3.2989
2022-12-22,1,1.9474,0.6344,3.386
2022-12-23,1,1.8452,0.4973,3.2562
2022-12-24,1,1.9712,0.6012,3.4288
2022-12-25,1,1.9901,0.498,3.4563
2022-12-26,1,2.0347,0.5828,3.3973
2022-12-27,1,1.825,0.398,3.2483
2022-12-28,1,1.8999,0.3556,3.3067
2022-12-29,1,1.8908,0.4482,3.3346
2022-12-30,1,1.7833,0.3891,3.3659
2022-12-31,1,1.9088,0.5986,3.2961
2023-01-01,1,1.6324,0.2806,3.1785
2023-01-02,1,1.9845,0.5568,3.4408
2023-01-03,1,1.7868,0.3496,3.3459
2023-01-04,1,1.8767,0.4934,3.4466
2023-01-05,1,1.885,0.4769,3.3121
2023-01-06,1,1.7965,0.3598,3.1977
2023-01-07,1,1.9417,0.5309,3.4139
2023-01-08,1,1.9843,0.5865,3.3409
2023-01-09,1,2.0558,0.5795,3.5606
2023-01-10,1,1.8751,0.4075,3.331
2023-01-11,1,1.9794,0.5711,3.3559
2023-01-12,1,1.9991,0.6473,3.3841
2023-01-13,1,1.9182,0.4288,3.3233
2023-01-14,1,2.0669,0.6028,3.3824
2023-01-15,1,2.1086,0.6668,3.4094
2023-01-16,1,2.1747,0.6681,3.5356
2019-01-01,2,2.5034,1.4079,3.6741
2019-01-02,2,2.2543,1.1464,3.3752
2019-01-03,2,2.1095,0.9748,3.2449
2019-01-04,2,1.9922,0.756,3.0699
2019-01-05,2,1.7956,0.6711,3.0147
2019-01-06,2,1.9285,0.7034,3.0327
2019-01-07,2,1.7963,0.7186,2.9318
2019-01-08,2,1.9214,0.8449,3.0128
2019-02-01,2,1.5138,0.4645,2.6583
2019-02-02,2,1.4287,0.3798,2.5852
2019-02-03,2,1.6773,0.5624,2.7858
2019-02-04,2,1.6632,0.528,2.7149
2019-02-05,2,1.9068,0.7337,3.0515
2019-02-06,2,1.9248,0.7572,3.0762
2019-02-07,2,1.8738,0.7761,3.1079
2019-02-08,2,1.8541,0.7444,2.9597
2019-02-09,2,1.7574,0.6246,2.8457
2019-02-10,2,1.9912,0.8172,3.0969
2019-02-11,2,1.9595,0.7527,3.1372
2019-02-12,2,2.1834,1.0475,3.4428
2019-02-13,2,2.18,1.0089,3.3021
2019-03-01,2,2.1188,0.9881,3.3116
2019-03-02,2,1.9812,0.8274,3.0586
2019-03-03,2,2.178,0.9974,3.2308
2019-03-04,2,2.1135,0.9706,3.2556
2019-03-05,2,2.3091,1.1582,3.503
2019-04-01,2,2.6141,1.5005,3.7027
2019-04-02,2,2.8206,1.7823,3.9946
2019-04-03,2,2.7999,1.6903,3.8452
2019-04-04,2,2.7086,1.6459,3.861
2019-04-05,2,2.6474,1.4629,3.7956
2019-04-06,2,2.5081,1.4046,3.685
2019-04-07,2,2.6981,1.5294,3.8587
2019-04-08,2,2.6217,1.4193,3.7904
2019-04-09,2,2.8001,1.6783,3.8844
2019-04-10,2,2.7505,1.6971,3.993
2019-04-11,2,2.6301,1.5858,3.7722
2019-04-12,2,2.54,1.4392,3.6223
2019-04-13,2,2.3725,1.2183,3.4465
2019-04-14,2,2.5356,1.3949,3.6673
2019-04-15,2,2.4341,1.3153,3.764
2019-04-16,2,2.5895,1.4346,3.6625
2019-05-01,2,3.3986,2.2597,4.5477
2019-05-02,2,2.0501,0.8975,3.1593
2019-05-03,2,1.9982,0.8881,3.1325
2019-05-04,2,1.8773,0.7769,3.0029
2019-05-05,2,2.0947,0.8706,3.1365
2019-05-06,2,2.0543,0.9401,3.215
2019-05-07,2,2.2767,1.2132,3.4025
2019-05-08,2,2.827,1.6549,3.9746
2019-05-09,2,2.2161,1.1274,3.2448
2019-05-10,2,2.1896,1.03,3.3485
2019-05-11,2,2.0904,1.0584,3.2456
2019-05-12,2,2.3254,1.1699,3.539
2019-05-13,2,2.298,1.1968,3.3895
2019-05-14,2,2.5288,1.3273,3.8114
2019-07-01,2,2.5556,1.3626,3.7085
2019-07-02,2,2.7724,1.5968,3.8111
2019-07-03,2,2.7619,1.6043,3.8603
2019-08-01,2,2.1875,1.0527,3.3206
2019-08-02,2,2.1454,1.0304,3.2377
2019-08-03,2,2.0365,0.9462,3.2731
2019-08-04,2,2.2683,1.0928,3.4468
2019-08-05,2,2.245,1.1364,3.4332
2019-08-06,2,2.4873,1.3661,3.6156
2019-08-07,2,2.5119,1.4572,3.7068
2019-08-08,2,2.4754,1.2989,3.6611
2019-08-09,2,2.4779,1.3559,3.558
2019-08-10,2,2.4104,1.3584,3.5514
2019-09-01,2,3.0649,1.9556,4.1518
2019-09-02,2,2.9097,1.8229,3.9922
2019-10-01,2,2.2175,1.06,3.3424
2019-10-02,2,2.285,1.0905,3.3809
2019-10-03,2,2.286,1.1793,3.4068
2019-10-04,2,2.3196,1.1816,3.4694
2019-10-05,2,2.2764,1.1755,3.4048
2019-10-06,2,2.5629,1.4066,3.7147
2019-10-07,2,2.582,1.3947,3.7076
2019-10-08,2,2.854,1.7763,3.9148
2019-10-09,2,2.8951,1.7987,4.0668
2019-10-10,2,2.8618,1.7642,4.0495
2019-10-11,2,2.8543,1.7279,3.9109
2019-10-12,2,2.7644,1.6464,3.9424
2019-10-13,2,2.9977,1.9092,4.1846
